step;game1;game2;avg_loss;per_ab1;per_ab2;avg_l;min_l;max_l;max_weight;sum_total;memory;fr;epsilon;avglossma
1973400;7893604;12593;5,40135;0,6;0,4;0,613;0,063;1;156,028;613234,8;1000000;10;0,11;4,8846797
1973500;7894004;12594;5,12885;0,6;0,4;0,613;0,063;1;156,028;613252,6;1000000;10;0,11;4,8781929
1973600;7894404;12594;4,84909;0,6;0,4;0,613;0,063;1;156,028;613203,6;1000000;10,1;0,11;4,8743823
1973700;7894804;12594;4,75915;0,6;0,4;0,613;0,063;1;156,028;613186,4;1000000;10,1;0,11;4,8799686
1973800;7895204;12595;4,86198;0,6;0,4;0,613;0,063;1;156,028;613163,7;1000000;9,8;0,11;4,8792787
1973900;7895604;12596;5,53511;0,6;0,4;0,613;0,063;1;156,028;613138,5;1000000;10,1;0,11;4,8769757
1974000;7896004;12596;4,77162;0,6;0,4;0,613;0,063;1;156,028;613120,9;1000000;9,9;0,11;4,871534
1974100;7896404;12597;4,83508;0,6;0,4;0,613;0,063;1;156,028;613035,4;1000000;10,1;0,11;4,8726255
1974200;7896804;12597;4,75213;0,6;0,4;0,613;0,063;1;156,028;612996,8;1000000;10,1;0,11;4,8699603
1974300;7897204;12598;4,89818;0,6;0,4;0,613;0,063;1;156,028;612928,3;1000000;10;0,11;4,8709786
1974400;7897604;12598;5,42972;0,6;0,4;0,613;0,063;1;156,028;612959,9;1000000;10,5;0,11;4,8728147
1974500;7898004;12599;4,83088;0,6;0,4;0,613;0,063;1;156,028;612916,1;1000000;10,5;0,11;4,8668231
1974600;7898404;12599;4,78083;0,6;0,4;0,613;0,063;1;156,028;612912,2;1000000;9,8;0,11;4,8645079
1974700;7898804;12600;4,93249;0,6;0,4;0,613;0,063;1;156,028;612887,7;1000000;10,1;0,11;4,864371
1974800;7899204;12600;5,09888;0,6;0,4;0,613;0,063;1;156,028;612889,6;1000000;10,1;0,11;4,8585294
1974900;7899604;12601;4,68623;0,6;0,4;0,613;0,063;1;156,028;612838,1;1000000;10;0,11;4,8541168
1975000;7900004;12601;4,73702;0,6;0,4;0,613;0,063;1;156,028;612739,8;1000000;10,4;0,11;4,8543613
1975100;7900404;12602;5,16874;0,6;0,4;0,612;0,063;1;155,902;612711,9;1000000;10;0,11;4,8536189
1975200;7900804;12602;4,6531;0,6;0,4;0,612;0,063;1;155,902;612749,8;1000000;10,1;0,11;4,8484098
1975300;7901204;12603;4,08102;0,6;0,4;0,612;0,063;1;155,902;612688,4;1000000;10;0,11;4,8488647
1975400;7901604;12604;4,57646;0,6;0,4;0,612;0,063;1;155,902;612766,6;1000000;9,7;0,11;4,8538504
1975500;7902004;12604;5,23892;0,6;0,4;0,612;0,063;1;155,902;612713,2;1000000;9,9;0,11;4,8586045
1975600;7902404;12605;5,42302;0,6;0,4;0,612;0,063;1;155,902;612683,8;1000000;9,9;0,11;4,8604532
1975700;7902804;12605;4,67289;0,6;0,4;0,612;0,063;1;155,902;612641,2;1000000;10;0,11;4,8581979
1975800;7903204;12606;5,02624;0,6;0,4;0,612;0,063;1;155,902;612643,8;1000000;10;0,11;4,8585565
1975900;7903604;12607;5,00274;0,6;0,4;0,612;0,063;1;155,902;612634,1;1000000;9,9;0,11;4,8607391
1976000;7904004;12607;4,43567;0,6;0,4;0,612;0,063;1;155,902;612578,3;1000000;10,1;0,11;4,8571295
1976100;7904404;12608;4,79902;0,6;0,4;0,612;0,063;1;155,902;612550;1000000;9,9;0,11;4,861344
1976200;7904804;12608;4,80653;0,6;0,4;0,612;0,063;1;155,902;612504,9;1000000;10;0,11;4,8659564
1976300;7905204;12609;5,08154;0,6;0,4;0,612;0,063;1;155,902;612542,5;1000000;9,6;0,11;4,8609833
1976400;7905604;12609;4,57903;0,6;0,4;0,612;0,063;1;155,902;612471,7;1000000;10;0,11;4,8628097
1976500;7906004;12610;5,12221;0,6;0,4;0,612;0,063;1;155,902;612450,5;1000000;10;0,11;4,866791
1976600;7906404;12610;4,51507;0,6;0,4;0,612;0,063;1;155,902;612438,4;1000000;10;0,11;4,8646644
1976700;7906804;12611;4,6628;0,6;0,4;0,612;0,063;1;155,902;612442,4;1000000;9,9;0,11;4,8759503
1976800;7907204;12611;4,14537;0,6;0,4;0,612;0,063;1;155,902;612377;1000000;10;0,11;4,8800693
1976900;7907604;12612;5,43037;0,6;0,4;0,612;0,063;1;155,902;612367,9;1000000;10;0,11;4,8893297
1977000;7908004;12612;4,71536;0,6;0,4;0,612;0,063;1;155,902;612336,3;1000000;10;0,11;4,8828789
1977100;7908404;12613;4,69464;0,6;0,4;0,612;0,063;1;155,902;612299,1;1000000;9,8;0,11;4,8841819
1977200;7908804;12613;4,7733;0,6;0,4;0,612;0,063;1;155,902;612265,5;1000000;9,9;0,11;4,8855252
1977300;7909204;12614;5,12918;0,6;0,4;0,612;0,063;1;155,902;612282,8;1000000;10;0,11;4,8823401
1977400;7909604;12615;4,85561;0,6;0,4;0,612;0,063;1;155,902;612244,7;1000000;10;0,11;4,8808709
1977500;7910004;12615;5,02762;0,6;0,4;0,612;0,063;1;155,902;612267,9;1000000;10;0,11;4,8767375
1977600;7910404;12616;4,99958;0,6;0,4;0,612;0,063;1;155,902;612226,4;1000000;10,1;0,11;4,8749111
1977700;7910804;12616;4,78304;0,6;0,4;0,612;0,063;1;155,902;612178;1000000;9,9;0,11;4,8723637
1977800;7911204;12617;5,10766;0,6;0,4;0,612;0,063;1;155,902;612160,6;1000000;9,9;0,11;4,8711615
1977900;7911604;12617;4,97999;0,6;0,4;0,612;0,063;1;155,902;612185,8;1000000;9,7;0,11;4,8664936
1978000;7912004;12618;4,4954;0,6;0,4;0,612;0,063;1;155,902;612131,1;1000000;10;0,11;4,8629754
1978100;7912404;12618;5,11388;0,6;0,4;0,612;0,063;1;155,902;612118,5;1000000;10,6;0,11;4,8628621
1978200;7912804;12619;4,83332;0,6;0,4;0,612;0,063;1;155,902;612031,5;1000000;10;0,11;4,8641355
1978300;7913204;12619;4,81865;0,6;0,4;0,612;0,063;1;155,902;612002,6;1000000;10;0,11;4,8673486
1978400;7913604;12620;4,12958;0,6;0,4;0,612;0,063;1;155,902;611958,9;1000000;10;0,11;4,867799
1978500;7914004;12620;4,80412;0,6;0,4;0,612;0,063;1;155,902;611897,3;1000000;10,1;0,11;4,8755356
1978600;7914404;12621;5,0122;0,6;0,4;0,612;0,063;1;155,902;611880,6;1000000;10,1;0,11;4,8789881
1978700;7914804;12621;5,16405;0,6;0,4;0,612;0,063;1;155,902;611908,4;1000000;9,7;0,11;4,8778054
1978800;7915204;12622;4,89051;0,6;0,4;0,612;0,063;1;155,902;611869,4;1000000;9,9;0,11;4,8729075
1978900;7915604;12622;5,29081;0,6;0,4;0,612;0,063;1;155,902;611885,6;1000000;10;0,11;4,8755364
1979000;7916004;12623;4,51962;0,6;0,4;0,612;0,063;1;155,902;611844,8;1000000;10;0,11;4,8671755
1979100;7916404;12624;4,9315;0,6;0,4;0,612;0,063;1;155,902;611855,6;1000000;10,1;0,11;4,8705386
1979200;7916804;12624;4,60972;0,6;0,4;0,612;0,063;1;155,902;611814,4;1000000;9,9;0,11;4,8686381
1979300;7917204;12625;5,35862;0,6;0,4;0,612;0,063;1;155,902;611818,1;1000000;9,6;0,11;4,8684805
1979400;7917604;12625;5,16359;0,6;0,4;0,612;0,063;1;155,902;611755,5;1000000;9,8;0,11;4,8583638
1979500;7918004;12626;4,45198;0,6;0,4;0,612;0,063;1;155,902;611711,8;1000000;9,4;0,11;4,8540757
1979600;7918404;12626;5,20353;0,6;0,4;0,612;0,063;1;155,902;611725,7;1000000;9,6;0,11;4,8594108
1979700;7918804;12627;5,28263;0,6;0,4;0,612;0,063;1;155,902;611686,8;1000000;10,5;0,11;4,8585145
1979800;7919204;12627;4,76942;0,6;0,4;0,612;0,063;1;155,902;611580;1000000;10,1;0,11;4,8497231
1979900;7919604;12628;5,00928;0,6;0,4;0,612;0,063;1;155,902;611566,2;1000000;10;0,11;4,8500587
1980000;7920004;12628;4,8843;0,6;0,4;0,612;0,063;1;155,902;611542,1;1000000;9,5;0,11;4,8502773
1980100;7920404;12629;4,63226;0,6;0,4;0,611;0,063;1;155,78;611526,9;1000000;9,9;0,11;4,8499752
1980200;7920804;12629;5,10531;0,6;0,4;0,611;0,063;1;155,78;611506,2;1000000;10;0,11;4,8509266
1980300;7921204;12630;4,91004;0,6;0,4;0,611;0,063;1;155,78;611475,8;1000000;9,9;0,11;4,8450915
1980400;7921604;12630;5,30012;0,6;0,4;0,611;0,063;1;155,78;611458,9;1000000;10,3;0,11;4,8447958
1980500;7922004;12631;5,38496;0,6;0,4;0,611;0,063;1;155,78;611490,6;1000000;9,9;0,11;4,8395668
1980600;7922404;12631;5,41942;0,6;0,4;0,611;0,063;1;155,78;611480,1;1000000;10,1;0,11;4,8335582
1980700;7922804;12632;4,64295;0,6;0,4;0,611;0,063;1;155,78;611491,4;1000000;10,1;0,11;4,8277636
1980800;7923204;12632;4,68616;0,6;0,4;0,611;0,063;1;155,78;611481,8;1000000;10;0,11;4,8241467
1980900;7923604;12633;5,0529;0,6;0,4;0,611;0,063;1;155,78;611418,9;1000000;9,9;0,11;4,8223481
1981000;7924004;12633;5,63485;0,6;0,4;0,611;0,063;1;155,78;611411,6;1000000;10,6;0,11;4,8173021
1981100;7924404;12634;4,5416;0,6;0,4;0,611;0,063;1;155,78;611414,8;1000000;9,9;0,11;4,8070278
1981200;7924804;12634;4,64952;0,6;0,4;0,611;0,063;1;155,78;611411,9;1000000;9,9;0,11;4,8100497
1981300;7925204;12635;4,93251;0,6;0,4;0,611;0,063;1;155,78;611390;1000000;9,9;0,11;4,8119651
1981400;7925604;12635;4,68594;0,6;0,4;0,611;0,063;1;155,78;611380,9;1000000;10,1;0,11;4,8028314
1981500;7926004;12636;4,45649;0,6;0,4;0,611;0,063;1;155,78;611297,9;1000000;10,1;0,11;4,8009309
1981600;7926404;12636;5,38138;0,6;0,4;0,611;0,063;1;155,78;611255,4;1000000;9,9;0,11;4,8039401
1981700;7926804;12637;4,69878;0,6;0,4;0,611;0,063;1;155,78;611241,6;1000000;10;0,11;4,7986269
1981800;7927204;12637;4,5495;0,6;0,4;0,611;0,063;1;155,78;611153;1000000;10;0,11;4,798486
1981900;7927604;12638;4,46515;0,6;0,4;0,611;0,063;1;155,78;611170,5;1000000;10;0,11;4,8003545
1982000;7928004;12638;4,29852;0,6;0,4;0,611;0,063;1;155,78;611207;1000000;9,8;0,11;4,8055189
1982100;7928404;12639;4,86665;0,6;0,4;0,611;0,063;1;155,78;611208,9;1000000;9,9;0,11;4,8138091
1982200;7928804;12639;5,30355;0,6;0,4;0,611;0,063;1;155,78;611227,9;1000000;10,6;0,11;4,8113156
1982300;7929204;12639;4,76221;0,6;0,4;0,611;0,063;1;155,78;611207,2;1000000;9,9;0,11;4,8038818
1982400;7929604;12640;4,60615;0,6;0,4;0,611;0,063;1;155,78;611203;1000000;10,1;0,11;4,8042135
1982500;7930004;12640;4,84175;0,6;0,4;0,611;0,063;1;155,78;611174,2;1000000;10;0,11;4,8040413
1982600;7930404;12641;5,03886;0,6;0,4;0,611;0,063;1;155,78;611147,8;1000000;10;0,11;4,8047748
1982700;7930804;12641;5,37311;0,6;0,4;0,611;0,063;1;155,78;611102,7;1000000;10,7;0,11;4,7988404
1982800;7931204;12642;4,87183;0,6;0,4;0,611;0,063;1;155,78;611066,3;1000000;9,8;0,11;4,7923928
1982900;7931604;12643;4,69629;0,6;0,4;0,611;0,063;1;155,78;611085,2;1000000;9,8;0,11;4,7869232
1983000;7932004;12643;5,02434;0,6;0,4;0,611;0,063;1;155,78;611057,8;1000000;10,1;0,11;4,7894915
1983100;7932404;12644;4,75126;0,6;0,4;0,611;0,063;1;155,78;611032,8;1000000;10,1;0,11;4,7845283
1983200;7932804;12644;4,79799;0,6;0,4;0,611;0,063;1;155,78;611033,3;1000000;10;0,11;4,787469
1983300;7933204;12645;4,5936;0,6;0,4;0,611;0,063;1;155,78;610964,6;1000000;10,4;0,11;4,7851051
1983400;7933604;12645;4,75267;0,6;0,4;0,611;0,063;1;155,78;610949;1000000;10;0,11;4,7858365
1983500;7934004;12646;4,74779;0,6;0,4;0,611;0,063;1;155,78;610940,4;1000000;10;0,11;4,7819
1983600;7934404;12646;5,40772;0,6;0,4;0,611;0,063;1;155,78;610928,2;1000000;10;0,11;4,7822122
1983700;7934804;12647;4,69016;0,6;0,4;0,611;0,063;1;155,78;610950,4;1000000;9,8;0,11;4,7770424
1983800;7935204;12647;4,63168;0,6;0,4;0,611;0,063;1;155,78;610930,8;1000000;10;0,11;4,7735553
1983900;7935604;12648;4,99094;0,6;0,4;0,611;0,063;1;155,78;610870,1;1000000;9,9;0,11;4,7741138
1984000;7936004;12648;4,88077;0,6;0,4;0,611;0,063;1;155,78;610839;1000000;9,9;0,11;4,7726265
1984100;7936404;12649;4,56856;0,6;0,4;0,611;0,063;1;155,78;610861,3;1000000;10;0,11;4,7740782
1984200;7936804;12650;4,85396;0,6;0,4;0,611;0,063;1;155,78;610840,6;1000000;10;0,11;4,7797102
1984300;7937204;12650;5,08179;0,6;0,4;0,611;0,063;1;155,78;610791,8;1000000;10;0,11;4,7816868
1984400;7937604;12651;4,83056;0,6;0,4;0,611;0,063;1;155,78;610741,6;1000000;10,1;0,11;4,7802013
1984500;7938004;12651;4,59936;0,6;0,4;0,611;0,063;1;155,78;610708,8;1000000;9,8;0,11;4,7800193
1984600;7938404;12652;4,76714;0,6;0,4;0,611;0,063;1;155,78;610657,1;1000000;10;0,11;4,7868205
1984700;7938804;12652;4,34833;0,6;0,4;0,611;0,063;1;155,78;610620,1;1000000;10,1;0,11;4,7853265
1984800;7939204;12652;4,65762;0,6;0,4;0,611;0,063;1;155,78;610563,4;1000000;10;0,11;4,7913418
1984900;7939604;12653;4,71068;0,6;0,4;0,611;0,063;1;155,78;610506,6;1000000;10;0,11;4,7904104
1985000;7940004;12653;4,66278;0,6;0,4;0,611;0,063;1;155,78;610469,1;1000000;9,9;0,11;4,7914917
1985100;7940404;12654;4,64783;0,6;0,4;0,61;0,063;1;155,67;610491,6;1000000;9,9;0,11;4,7961779
1985200;7940804;12654;4,69859;0,6;0,4;0,61;0,063;1;155,67;610446,9;1000000;10,6;0,11;4,7928629
1985300;7941204;12655;4,57959;0,6;0,4;0,61;0,063;1;155,67;610468,9;1000000;9,7;0,11;4,7920549
1985400;7941604;12655;5,05187;0,6;0,4;0,61;0,063;1;155,67;610411,7;1000000;10,7;0,11;4,7950069
1985500;7942004;12656;5,42379;0,6;0,4;0,61;0,063;1;155,67;610398,6;1000000;10,3;0,11;4,7921883
1985600;7942404;12656;5,19749;0,6;0,4;0,61;0,063;1;155,67;610346,4;1000000;9,9;0,11;4,7912663
1985700;7942804;12657;4,70875;0,6;0,4;0,61;0,063;1;155,67;610300,4;1000000;10;0,11;4,786188
1985800;7943204;12658;5,2445;0,6;0,4;0,61;0,063;1;155,67;610236,5;1000000;9,8;0,11;4,7875841
1985900;7943604;12658;4,64178;0,6;0,4;0,61;0,063;1;155,67;610213,4;1000000;10,4;0,11;4,7803365
1986000;7944004;12659;4,85712;0,6;0,4;0,61;0,063;1;155,67;610199,8;1000000;10;0,11;4,7809351
1986100;7944404;12659;5,26026;0,6;0,4;0,61;0,063;1;155,67;610222,9;1000000;10,1;0,11;4,7794163
1986200;7944804;12659;4,30922;0,6;0,4;0,61;0,063;1;155,67;610220,4;1000000;9,7;0,11;4,7719073
1986300;7945204;12660;5,26418;0,6;0,4;0,61;0,063;1;155,67;610219,6;1000000;10,4;0,11;4,7759764
1986400;7945604;12660;4,97716;0,6;0,4;0,61;0,063;1;155,67;610217,8;1000000;10;0,11;4,7683003
1986500;7946004;12661;4,90955;0,6;0,4;0,61;0,063;1;155,67;610243,9;1000000;9,9;0,11;4,765731
1986600;7946404;12661;5,64366;0,6;0,4;0,61;0,063;1;155,67;610235,3;1000000;10,4;0,11;4,7656388
1986700;7946804;12662;5,0747;0,6;0,4;0,61;0,063;1;155,67;610246,9;1000000;9,9;0,11;4,7593544
1986800;7947204;12662;5,07141;0,6;0,4;0,61;0,063;1;155,67;610264,4;1000000;10,5;0,11;4,7586589
1986900;7947604;12663;4,78529;0,6;0,4;0,61;0,063;1;155,67;610235,8;1000000;10,1;0,11;4,7591933
1987000;7948004;12663;4,84566;0,6;0,4;0,61;0,063;1;155,67;610254,2;1000000;9,8;0,11;4,7643734
1987100;7948404;12664;4,82897;0,6;0,4;0,61;0,063;1;155,67;610213,6;1000000;10;0,11;4,761972
1987200;7948804;12665;4,45479;0,6;0,4;0,61;0,063;1;155,67;610165,1;1000000;10,2;0,11;4,765215
1987300;7949204;12665;4,98226;0,6;0,4;0,61;0,063;1;155,67;610129,6;1000000;10;0,11;4,7711727
1987400;7949604;12665;4,44227;0,6;0,4;0,61;0,063;1;155,67;610091;1000000;10,1;0,11;4,7679575
1987500;7950004;12666;4,84498;0,6;0,4;0,61;0,063;1;155,67;610111,9;1000000;10;0,11;4,7724554
1987600;7950404;12666;4,74484;0,6;0,4;0,61;0,063;1;155,67;610068,2;1000000;10;0,11;4,770383
1987700;7950804;12667;4,66282;0,6;0,4;0,61;0,063;1;155,67;610064,7;1000000;10;0,11;4,7708206
1987800;7951204;12667;4,64087;0,6;0,4;0,61;0,063;1;155,67;610061,1;1000000;10,5;0,11;4,7735396
1987900;7951604;12667;4,62817;0,6;0,4;0,61;0,063;1;155,67;610025,5;1000000;10;0,11;4,7786608
1988000;7952004;12668;4,48407;0,6;0,4;0,61;0,063;1;155,67;610031,2;1000000;10;0,11;4,7805242
1988100;7952404;12668;5,24122;0,6;0,4;0,61;0,063;1;155,67;609974,8;1000000;10;0,11;4,781337
1988200;7952804;12669;5,15463;0,6;0,4;0,61;0,063;1;155,67;609911,9;1000000;10,6;0,11;4,7757961
1988300;7953204;12669;4,86369;0,6;0,4;0,61;0,063;1;155,67;609884;1000000;9,9;0,11;4,7705725
1988400;7953604;12670;4,90324;0,6;0,4;0,61;0,063;1;155,67;609844,7;1000000;9,9;0,11;4,7696749
1988500;7954004;12670;5,14937;0,6;0,4;0,61;0,063;1;155,67;609821,9;1000000;10;0,11;4,7671922
1988600;7954404;12671;4,89393;0,6;0,4;0,61;0,063;1;155,67;609791,6;1000000;9,8;0,11;4,7632116
1988700;7954804;12672;4,67426;0,6;0,4;0,61;0,063;1;155,67;609759,2;1000000;9,9;0,11;4,7612877
1988800;7955204;12672;5,1534;0,6;0,4;0,61;0,063;1;155,67;609705,4;1000000;10;0,11;4,7627271
1988900;7955604;12673;4,45472;0,6;0,4;0,61;0,063;1;155,67;609680,6;1000000;10;0,1;4,755994
1989000;7956004;12673;4,85593;0,6;0,4;0,61;0,063;1;155,67;609657,9;1000000;10;0,1;4,7576131
1989100;7956404;12674;4,74145;0,6;0,4;0,61;0,063;1;155,67;609601,4;1000000;9,9;0,1;4,7539048
1989200;7956804;12674;4,59396;0,6;0,4;0,61;0,063;1;155,67;609547;1000000;10;0,1;4,7546937
1989300;7957204;12674;4,34695;0,6;0,4;0,61;0,063;1;155,67;609495,5;1000000;10,5;0,1;4,7570001
1989400;7957604;12675;4,73478;0,6;0,4;0,61;0,063;1;155,67;609473,2;1000000;9,7;0,1;4,760445
1989500;7958004;12676;4,98549;0,6;0,4;0,61;0,063;1;155,67;609482,5;1000000;9,8;0,1;4,7609384
1989600;7958404;12676;5,1139;0,6;0,4;0,61;0,063;1;155,67;609352,9;1000000;10;0,1;4,7539312
1989700;7958804;12677;4,40349;0,6;0,4;0,61;0,063;1;155,67;609283,8;1000000;10,4;0,1;4,7513692
1989800;7959204;12677;4,80298;0,6;0,4;0,61;0,063;1;155,67;609268,9;1000000;10,1;0,1;4,7530277
1989900;7959604;12678;5,03114;0,6;0,4;0,61;0,063;1;155,67;609255,9;1000000;10;0,1;4,7511081
1990000;7960004;12678;4,85409;0,6;0,4;0,61;0,063;1;155,67;609263,8;1000000;9,7;0,1;4,7476596
1990100;7960404;12679;4,7274;0,6;0,4;0,609;0,063;1;155,547;609278,9;1000000;9,9;0,1;4,74785
1990200;7960804;12679;4,5218;0,6;0,4;0,609;0,063;1;155,547;609275,6;1000000;10,1;0,1;4,7421891
1990300;7961204;12680;4,88047;0,6;0,4;0,609;0,063;1;155,547;609334,2;1000000;9,9;0,1;4,7436622
1990400;7961604;12680;4,77722;0,6;0,4;0,609;0,063;1;155,547;609335,4;1000000;10,4;0,1;4,7403613
1990500;7962004;12681;4,7841;0,6;0,4;0,609;0,063;1;155,547;609363,2;1000000;9,8;0,1;4,7380436
1990600;7962404;12681;4,83996;0,6;0,4;0,609;0,063;1;155,547;609349,6;1000000;10;0,1;4,7379053
1990700;7962804;12681;4,28126;0,6;0,4;0,609;0,063;1;155,547;609333;1000000;10;0,1;4,7408077
1990800;7963204;12682;4,5063;0,6;0,4;0,609;0,063;1;155,547;609345,7;1000000;10;0,1;4,7476426
1990900;7963604;12682;4,5483;0,6;0,4;0,609;0,063;1;155,547;609321,4;1000000;10,1;0,1;4,7542351
1991000;7964004;12683;4,60742;0,6;0,4;0,609;0,063;1;155,547;609351,5;1000000;9,9;0,1;4,7514278
1991100;7964404;12684;4,84379;0,6;0,4;0,609;0,063;1;155,547;609399,8;1000000;9,7;0,1;4,7476516
1991200;7964804;12684;4,84106;0,6;0,4;0,609;0,063;1;155,547;609313,4;1000000;9,9;0,1;4,7471987
1991300;7965204;12685;4,01914;0,6;0,4;0,609;0,063;1;155,547;609358,3;1000000;10;0,1;4,7498431
1991400;7965604;12685;4,49589;0,6;0,4;0,609;0,063;1;155,547;609330,6;1000000;10;0,1;4,7514911
1991500;7966004;12685;4,75741;0,6;0,4;0,609;0,063;1;155,547;609324,4;1000000;10,1;0,1;4,7523253
1991600;7966404;12686;4,85006;0,6;0,4;0,609;0,063;1;155,547;609259,9;1000000;9,9;0,1;4,751154
1991700;7966804;12686;4,68469;0,6;0,4;0,609;0,063;1;155,547;609220,1;1000000;10;0,1;4,7506875
1991800;7967204;12687;4,73635;0,6;0,4;0,609;0,063;1;155,547;609228,7;1000000;10,4;0,1;4,7540297
1991900;7967604;12687;4,98159;0,6;0,4;0,609;0,063;1;155,547;609323,6;1000000;9,9;0,1;4,7544054
1992000;7968004;12688;5,12754;0,6;0,4;0,609;0,063;1;155,547;609286,4;1000000;10,1;0,1;4,7495843
1992100;7968404;12688;4,6173;0,6;0,4;0,609;0,063;1;155,547;609231,6;1000000;10;0,1;4,7450625
1992200;7968804;12689;4,56017;0,6;0,4;0,609;0,063;1;155,547;609187,6;1000000;10;0,1;4,7439571
1992300;7969204;12689;4,79538;0,6;0,4;0,609;0,063;1;155,547;609191,8;1000000;10;0,1;4,7418744
1992400;7969604;12690;4,58893;0,6;0,4;0,609;0,063;1;155,547;609158,2;1000000;9,9;0,1;4,7425364
1992500;7970004;12690;4,9151;0,6;0,4;0,609;0,063;1;155,547;609157,3;1000000;10,1;0,1;4,7406824
1992600;7970404;12690;4,44542;0,6;0,4;0,609;0,063;1;155,547;609145,4;1000000;10;0,1;4,7388158
1992700;7970804;12691;4,72835;0,6;0,4;0,609;0,063;1;155,547;609156,2;1000000;10,1;0,1;4,7456149
1992800;7971204;12692;4,32487;0,6;0,4;0,609;0,063;1;155,547;609145,6;1000000;10,2;0,1;4,74403
1992900;7971604;12692;4,95312;0,6;0,4;0,609;0,063;1;155,547;609180,6;1000000;10;0,1;4,7474572
1993000;7972004;12693;4,52802;0,6;0,4;0,609;0,063;1;155,547;609164,6;1000000;9,9;0,1;4,740661
1993100;7972404;12693;5,04533;0,6;0,4;0,609;0,063;1;155,547;609134;1000000;10;0,1;4,7437403
1993200;7972804;12694;4,5616;0,6;0,4;0,609;0,063;1;155,547;609144,1;1000000;10,1;0,1;4,746122
1993300;7973204;12694;4,66674;0,6;0,4;0,609;0,063;1;155,547;609114,6;1000000;10,6;0,1;4,7498394
1993400;7973604;12695;4,35902;0,6;0,4;0,609;0,063;1;155,547;609119,5;1000000;9,9;0,1;4,7494866
1993500;7974004;12695;4,77901;0,6;0,4;0,609;0,063;1;155,547;609090,1;1000000;10;0,1;4,752479
1993600;7974404;12696;4,89074;0,6;0,4;0,609;0,063;1;155,547;609127,2;1000000;9,8;0,1;4,7488421
1993700;7974804;12696;4,34145;0,6;0,4;0,609;0,063;1;155,547;609096,8;1000000;10,1;0,1;4,7454968
1993800;7975204;12697;4,68753;0,6;0,4;0,609;0,063;1;155,547;609135;1000000;10;0,1;4,7489528
1993900;7975604;12698;4,84221;0,6;0,4;0,609;0,063;1;155,547;609057,6;1000000;9,9;0,1;4,7494981
1994000;7976004;12698;5,02594;0,6;0,4;0,609;0,063;1;155,547;609027,9;1000000;10,1;0,1;4,7506282
1994100;7976404;12698;5,13176;0,6;0,4;0,609;0,063;1;155,547;609018,1;1000000;10,1;0,1;4,7473849
1994200;7976804;12699;5,05162;0,6;0,4;0,609;0,063;1;155,547;609039,4;1000000;9,9;0,1;4,7444076
1994300;7977204;12699;4,93324;0,6;0,4;0,609;0,063;1;155,547;609051,4;1000000;10,1;0,1;4,7374803
1994400;7977604;12699;4,81236;0,6;0,4;0,609;0,063;1;155,547;609076,6;1000000;9,8;0,1;4,734032
1994500;7978004;12700;5,27948;0,6;0,4;0,609;0,063;1;155,547;609062;1000000;10;0,1;4,7367093
1994600;7978404;12700;4,61774;0,6;0,4;0,609;0,063;1;155,547;609056,3;1000000;10,1;0,1;4,7305456
1994700;7978804;12701;4,94986;0,6;0,4;0,609;0,063;1;155,547;609035;1000000;10,4;0,1;4,7292336
1994800;7979204;12701;4,56448;0,6;0,4;0,609;0,063;1;155,547;609033,5;1000000;9,9;0,1;4,7288595
1994900;7979604;12702;4,81881;0,6;0,4;0,609;0,063;1;155,547;608974,5;1000000;10,4;0,1;4,7316302
1995000;7980004;12702;5,1314;0,6;0,4;0,609;0,063;1;155,547;608947,1;1000000;10;0,1;4,7320578
1995100;7980404;12703;4,31633;0,6;0,4;0,608;0,063;1;155,515;608917,1;1000000;10;0,1;4,7261243
1995200;7980804;12703;4,61779;0,6;0,4;0,608;0,063;1;155,515;608921,9;1000000;10,4;0,1;4,7281377
1995300;7981204;12704;4,87479;0,6;0,4;0,608;0,063;1;155,515;608926,9;1000000;10,5;0,1;4,7307337
1995400;7981604;12705;4,77001;0,6;0,4;0,608;0,063;1;155,515;608903,6;1000000;10,4;0,1;4,7342541
1995500;7982004;12705;5,33159;0,6;0,4;0,608;0,063;1;155,515;608880,6;1000000;9,9;0,1;4,7310532
1995600;7982404;12706;4,68966;0,6;0,4;0,608;0,063;1;155,515;608874,2;1000000;10;0,1;4,7284547
1995700;7982804;12706;4,84836;0,6;0,4;0,608;0,063;1;155,515;608824,7;1000000;10;0,1;4,7265821
1995800;7983204;12706;4,51974;0,6;0,4;0,608;0,063;1;155,515;608831,9;1000000;10,1;0,1;4,7273317
1995900;7983604;12707;4,70164;0,6;0,4;0,608;0,063;1;155,515;608789,5;1000000;10,1;0,1;4,7321914
1996000;7984004;12708;4,70524;0,6;0,4;0,608;0,063;1;155,515;608750,1;1000000;10,1;0,1;4,729772
1996100;7984404;12708;4,50936;0,6;0,4;0,608;0,063;1;155,515;608838,7;1000000;9,8;0,1;4,7310176
1996200;7984804;12709;4,71613;0,6;0,4;0,608;0,063;1;155,515;608851,9;1000000;10;0,1;4,7317378
1996300;7985204;12710;4,49657;0,6;0,4;0,608;0,063;1;155,515;608814,8;1000000;10,5;0,1;4,7328107
1996400;7985604;12710;4,72023;0,6;0,4;0,608;0,063;1;155,515;608837,8;1000000;10,5;0,1;4,7361177
1996500;7986004;12711;4,90033;0,6;0,4;0,608;0,063;1;155,515;608808,2;1000000;10,2;0,1;4,7397539
