step;game1;game2;avg_loss;per_ab1;per_ab2;avg_l;min_l;max_l;max_weight;sum_total;memory;fr;epsilon;avglossma
84400;337604;920;1,8863;0,6;0,4;0,447;0,063;1;88,12;158541,6;346752;11,2;0,96;1,9566396
84500;338004;922;1,96877;0,6;0,4;0,447;0,063;1;88,12;158767,8;347136;10,8;0,96;1,9571225
84600;338404;922;1,92715;0,6;0,4;0,447;0,063;1;88,12;159022;347520;10,8;0,96;1,9570082
84700;338804;923;1,96839;0,6;0,4;0,447;0,063;1;88,12;159281;347904;10,5;0,96;1,9587143
84800;339204;924;1,83025;0,6;0,4;0,447;0,063;1;88,12;159541;348416;10,7;0,96;1,9592935
84900;339604;926;1,85561;0,6;0,4;0,447;0,063;1;88,12;159738,2;348800;10,7;0,96;1,9607814
85000;340004;927;1,96332;0,6;0,4;0,447;0,063;1;88,12;159973,1;349184;10,5;0,96;1,9615775
85100;340404;928;1,85695;0,6;0,4;0,458;0,063;1;91,108;160116;349568;10,6;0,96;1,962771
85200;340804;929;1,83423;0,6;0,4;0,458;0,063;1;91,108;160311,1;349952;11;0,96;1,9642354
85300;341204;930;1,74947;0,6;0,4;0,458;0,063;1;91,108;160495,2;350336;10,8;0,96;1,9655685
85400;341604;931;1,85275;0,6;0,4;0,458;0,063;1;91,108;160694,2;350720;10,4;0,96;1,9677006
85500;342004;932;1,85114;0,6;0,4;0,458;0,063;1;91,108;160878,6;351104;10,1;0,96;1,9690054
85600;342404;933;1,81945;0,6;0,4;0,458;0,063;1;91,108;161039,4;351488;11;0,96;1,970128
85700;342804;934;1,83344;0,6;0,4;0,458;0,063;1;91,108;161345,7;352000;9,8;0,96;1,9720355
85800;343204;935;1,83174;0,6;0,4;0,458;0,063;1;91,108;161537,1;352384;10,2;0,96;1,9736217
85900;343604;936;1,83931;0,6;0,4;0,458;0,063;1;91,108;161744,7;352768;10,5;0,96;1,974506
86000;344004;937;1,82025;0,6;0,4;0,458;0,063;1;91,108;161903,1;353152;10,4;0,96;1,9763777
86100;344404;938;1,89791;0,6;0,4;0,458;0,063;1;91,108;162121,6;353536;10;0,96;1,9774145
86200;344804;939;1,93596;0,6;0,4;0,458;0,063;1;91,108;162320,7;353920;10,1;0,96;1,9781505
86300;345204;940;1,79474;0,6;0,4;0,458;0,063;1;91,108;162480;354304;10,2;0,96;1,9788678
86400;345604;941;1,85026;0,6;0,4;0,458;0,063;1;91,108;162714,5;354688;11,2;0,96;1,9800307
86500;346004;942;1,93919;0,6;0,4;0,458;0,063;1;91,108;163051,1;355200;10,4;0,96;1,980773
86600;346404;942;1,77839;0,6;0,4;0,458;0,063;1;91,108;163268,7;355584;10,8;0,96;1,9807444
86700;346804;943;1,90157;0,6;0,4;0,458;0,063;1;91,108;163505,2;355968;10,3;0,96;1,9826722
86800;347204;945;1,87027;0,6;0,4;0,458;0,063;1;91,108;163672,7;356352;10,2;0,96;1,9825717
86900;347604;946;1,88602;0,6;0,4;0,458;0,063;1;91,108;163848,4;356736;10,2;0,96;1,9836909
87000;348004;947;1,75379;0,6;0,4;0,458;0,063;1;91,108;164017,2;357120;11;0,96;1,9849079
87100;348404;948;1,90285;0,6;0,4;0,458;0,063;1;91,108;164192;357504;11,1;0,96;1,9865321
87200;348804;949;1,8075;0,6;0,4;0,458;0,063;1;91,108;164431,8;357888;10,6;0,96;1,9876862
87300;349204;950;1,8583;0,6;0,4;0,458;0,063;1;91,108;164609,6;358272;10,6;0,96;1,9896651
87400;349604;951;1,88927;0,6;0,4;0,458;0,063;1;91,108;164905,8;358784;10,8;0,96;1,9903293
87500;350004;952;1,77072;0,6;0,4;0,458;0,063;1;91,108;165075,6;359168;11,3;0,96;1,990981
87600;350404;953;1,8447;0,6;0,4;0,458;0,063;1;91,108;165261,1;359552;11,6;0,96;1,9923242
87700;350804;954;1,78847;0,6;0,4;0,458;0,063;1;91,108;165429,6;359936;11,9;0,96;1,9932533
87800;351204;955;1,86527;0,6;0,4;0,458;0,063;1;91,108;165595;360320;11,8;0,96;1,9940887
87900;351604;956;1,89258;0,6;0,4;0,458;0,063;1;91,108;165819,9;360704;11,6;0,96;1,9946843
88000;352004;957;1,84763;0,6;0,4;0,458;0,063;1;91,108;166005;361088;11,6;0,96;1,9943379
88100;352404;958;1,8115;0,6;0,4;0,458;0,063;1;91,108;166191,8;361472;11,2;0,96;1,996747
88200;352804;960;1,90015;0,6;0,4;0,458;0,063;1;91,108;166381,5;361856;10,3;0,96;1,9981627
88300;353204;961;1,92538;0,6;0,4;0,458;0,063;1;91,108;166710,7;362368;9,9;0,96;1,9980524
88400;353604;962;1,78371;0,6;0,4;0,458;0,063;1;91,108;166872,7;362752;10,2;0,96;1,9978116
88500;354004;962;1,81537;0,6;0,4;0,458;0,063;1;91,108;167051,8;363136;11;0,96;1,9991011
88600;354404;963;1,88184;0,6;0,4;0,458;0,063;1;91,108;167230;363520;9,9;0,96;2,0003821
88700;354804;963;1,81168;0,6;0,4;0,458;0,063;1;91,108;167495;363904;10,1;0,96;2,0020513
88800;355204;964;1,81685;0,6;0,4;0,458;0,063;1;91,108;167689,2;364288;10,1;0,96;2,0038025
88900;355604;965;2,04351;0,6;0,4;0,458;0,063;1;91,108;167910,3;364672;10,2;0,96;2,005622
89000;356004;967;1,80666;0,6;0,4;0,458;0,063;1;91,108;168117,3;365056;10,1;0,96;2,0041509
89100;356404;968;1,81696;0,6;0,4;0,458;0,063;1;91,108;168400;365568;10,3;0,96;2,0052408
89200;356804;969;1,83582;0,6;0,4;0,458;0,063;1;91,108;168617,9;365952;10,1;0,96;2,0064209
89300;357204;970;1,80439;0,6;0,4;0,458;0,063;1;91,108;168762,4;366336;10,6;0,96;2,0083632
89400;357604;971;1,93684;0,6;0,4;0,458;0,063;1;91,108;168970,5;366720;10,4;0,96;2,008883
89500;358004;972;1,88391;0,6;0,4;0,458;0,063;1;91,108;169173,9;367104;10,3;0,96;2,0095499
89600;358404;973;1,76625;0,6;0,4;0,458;0,063;1;91,108;169378,7;367488;11,1;0,96;2,0107402
89700;358804;974;1,88761;0,6;0,4;0,458;0,063;1;91,108;169554,5;367872;10,6;0,96;2,0122843
89800;359204;975;1,82312;0,6;0,4;0,458;0,063;1;91,108;169735,6;368256;10,1;0,96;2,012779
89900;359604;976;1,82978;0,6;0,4;0,458;0,063;1;91,108;169903,7;368640;10,9;0,96;2,0127516
90000;360004;977;1,77062;0,6;0,4;0,458;0,063;1;91,108;170165;369152;9,5;0,96;2,0136682
90100;360404;979;2,52233;0,6;0,4;0,461;0,063;1;93,387;170582,3;369536;10,3;0,96;2,014427
90200;360804;980;2,34115;0,6;0,4;0,461;0,063;1;93,387;170939,9;369920;10,9;0,96;2,0139358
90300;361204;981;2,33329;0,6;0,4;0,461;0,063;1;93,387;171267;370304;10,3;0,96;2,0137336
90400;361604;982;2,23085;0,6;0,4;0,461;0,063;1;93,387;171588;370688;10,7;0,96;2,0136435
90500;362004;983;2,2151;0,6;0,4;0,461;0,063;1;93,387;171866,1;371072;10,9;0,96;2,0138015
90600;362404;984;2,11437;0,6;0,4;0,461;0,063;1;93,387;172198;371456;10,6;0,96;2,0146477
90700;362804;985;2,13806;0,6;0,4;0,461;0,063;1;93,387;172475,8;371840;11;0,96;2,0157851
90800;363204;986;2,17721;0,6;0,4;0,461;0,063;1;93,387;172929,9;372352;11;0,96;2,0165904
90900;363604;987;2,10963;0,6;0,4;0,461;0,063;1;93,387;173236,4;372736;10,6;0,96;2,0171779
91000;364004;988;2,10834;0,6;0,4;0,461;0,063;1;93,387;173506,6;373120;10,7;0,96;2,0174389
91100;364404;989;2,19177;0,6;0,4;0,461;0,063;1;93,387;173783,3;373504;11,1;0,96;2,0186666
91200;364804;989;2,03487;0,6;0,4;0,461;0,063;1;93,387;174042,8;373888;10,8;0,96;2,0195498
91300;365204;991;2,10387;0,6;0,4;0,461;0,063;1;93,387;174328,8;374272;10,9;0,96;2,0214539
91400;365604;992;2,04382;0,6;0,4;0,461;0,063;1;93,387;174574;374656;10,3;0,96;2,022116
91500;366004;993;2,05484;0,6;0,4;0,461;0,063;1;93,387;174811,7;375040;10,7;0,96;2,0230379
91600;366404;994;2,05096;0,6;0,4;0,461;0,063;1;93,387;175078,4;375424;10,5;0,96;2,0244905
91700;366804;996;2,14703;0,6;0,4;0,461;0,063;1;93,387;175412,6;375936;9,6;0,96;2,0266204
91800;367204;996;2,02944;0,6;0,4;0,461;0,063;1;93,387;175651,8;376320;10,6;0,96;2,0261984
91900;367604;998;2,15225;0,6;0,4;0,461;0,063;1;93,387;175890,7;376704;10,1;0,96;2,0267166
92000;368004;999;2,09849;0,6;0,4;0,461;0,063;1;93,387;176115,7;377088;10,7;0,96;2,0266377
92100;368404;1000;1,99931;0,6;0,4;0,461;0,063;1;93,387;176397,2;377472;10,3;0,96;2,028511
92200;368804;1001;2,0353;0,6;0,4;0,461;0,063;1;93,387;176629,8;377856;10,2;0,96;2,0309526
92300;369204;1002;2,08799;0,6;0,4;0,461;0,063;1;93,387;176851;378240;10,5;0,96;2,0323827
92400;369604;1003;2,15137;0,6;0,4;0,461;0,063;1;93,387;177118,9;378624;10,1;0,96;2,0332034
92500;370004;1004;2,00713;0,6;0,4;0,461;0,063;1;93,387;177450,4;379136;10,2;0,96;2,0331307
92600;370404;1005;2,18073;0,6;0,4;0,461;0,063;1;93,387;177712,6;379520;10,6;0,96;2,0341171
92700;370804;1006;2,021;0,6;0,4;0,461;0,063;1;93,387;177973,9;379904;10,7;0,96;2,0334802
92800;371204;1007;2,01853;0,6;0,4;0,461;0,063;1;93,387;178195;380288;10,9;0,96;2,0351252
92900;371604;1008;1,96031;0,6;0,4;0,461;0,063;1;93,387;178434,6;380672;11,5;0,96;2,0355983
93000;372004;1009;1,98712;0,6;0,4;0,461;0,063;1;93,387;178675;381056;10,7;0,96;2,0370762
93100;372404;1010;2,0488;0,6;0,4;0,461;0,063;1;93,387;178938,3;381440;11,5;0,96;2,0368194
93200;372804;1011;2,13668;0,6;0,4;0,461;0,063;1;93,387;179174;381824;10,5;0,96;2,037537
93300;373204;1012;2,03479;0,6;0,4;0,461;0,063;1;93,387;179397,9;382208;10,2;0,96;2,037517
93400;373604;1013;2,12301;0,6;0,4;0,461;0,063;1;93,387;179741,2;382720;11,4;0,96;2,0389371
93500;374004;1014;2,04595;0,6;0,4;0,461;0,063;1;93,387;179940,9;383104;10,2;0,96;2,0378547
93600;374404;1015;1,95986;0,6;0,4;0,461;0,063;1;93,387;180162,6;383488;11,6;0,96;2,038156
93700;374804;1016;2,00409;0,6;0,4;0,461;0,063;1;93,387;180406,2;383872;10,7;0,96;2,0386767
93800;375204;1017;1,97781;0,6;0,4;0,461;0,063;1;93,387;180630,8;384256;11,4;0,96;2,0400677
93900;375604;1019;2,07464;0,6;0,4;0,461;0,063;1;93,387;180865;384640;10,8;0,96;2,0407938
94000;376004;1020;1,90338;0,6;0,4;0,461;0,063;1;93,387;181078,4;385024;10,9;0,96;2,0402428
94100;376404;1021;1,97978;0,6;0,4;0,461;0,063;1;93,387;181277,5;385408;10,7;0,96;2,0415216
94200;376804;1022;2,02417;0,6;0,4;0,461;0,063;1;93,387;181564,7;385920;10,8;0,96;2,041753
94300;377204;1023;1,98868;0,6;0,4;0,461;0,063;1;93,387;181817,8;386304;10,5;0,96;2,0422441
94400;377604;1024;1,93459;0,6;0,4;0,461;0,063;1;93,387;182047,1;386688;10,6;0,96;2,0432413
94500;378004;1025;1,95734;0,6;0,4;0,461;0,063;1;93,387;182260,4;387072;10,4;0,96;2,0446637
94600;378404;1027;2,09776;0,6;0,4;0,461;0,063;1;93,387;182501,9;387456;10,7;0,96;2,0463441
94700;378804;1028;2,02631;0,6;0,4;0,461;0,063;1;93,387;182759,9;387840;11,1;0,96;2,0455039
94800;379204;1029;1,97904;0,6;0,4;0,461;0,063;1;93,387;182954,6;388224;10,2;0,96;2,0454908
94900;379604;1029;1,93522;0,6;0,4;0,461;0,063;1;93,387;183156,4;388608;10,3;0,96;2,0453473
95000;380004;1031;2,08267;0,6;0,4;0,461;0,063;1;93,387;183387,6;388992;10,8;0,96;2,0461844
95100;380404;1032;2,00339;0,6;0,4;0,471;0,063;1;96,225;183669,2;389504;10;0,96;2,0448068
95200;380804;1033;1,96754;0,6;0,4;0,471;0,063;1;96,225;183868,5;389888;10,2;0,96;2,0440799
95300;381204;1034;1,96268;0,6;0,4;0,471;0,063;1;96,225;184095,4;390272;10,1;0,96;2,0446365
95400;381604;1035;1,98323;0,6;0,4;0,471;0,063;1;96,225;184235,8;390656;10,1;0,96;2,0462212
95500;382004;1036;1,9634;0,6;0,4;0,471;0,063;1;96,225;184478;391040;10,8;0,96;2,0467223
95600;382404;1037;2,0102;0,6;0,4;0,471;0,063;1;96,225;184727;391424;10,7;0,96;2,0478794
95700;382804;1038;1,99206;0,6;0,4;0,471;0,063;1;96,225;184926,3;391808;10,4;0,96;2,0477199
95800;383204;1039;1,92017;0,6;0,4;0,471;0,063;1;96,225;185124;392192;11,4;0,96;2,0483896
95900;383604;1040;2,02648;0,6;0,4;0,471;0,063;1;96,225;185365,7;392576;10,5;0,96;2,0491648
96000;384004;1041;1,92393;0,6;0,4;0,471;0,063;1;96,225;185671,9;393088;10,4;0,96;2,0488218
96100;384404;1042;1,97151;0,6;0,4;0,471;0,063;1;96,225;185846,1;393472;10,6;0,96;2,0501293
96200;384804;1043;2,00769;0,6;0,4;0,471;0,063;1;96,225;185976,2;393856;10;0,96;2,0507126
96300;385204;1044;1,91103;0,6;0,4;0,471;0,063;1;96,225;186163,2;394240;10,4;0,96;2,0509679
96400;385604;1045;1,92449;0,6;0,4;0,471;0,063;1;96,225;186391,6;394624;10,6;0,96;2,0516607
96500;386004;1046;1,93633;0,6;0,4;0,471;0,063;1;96,225;186635,5;395008;10,8;0,96;2,0527139
96600;386404;1047;1,97117;0,6;0,4;0,471;0,063;1;96,225;186841,6;395392;9,9;0,96;2,0537919
96700;386804;1048;1,89152;0,6;0,4;0,471;0,063;1;96,225;187048,1;395776;10;0,96;2,0541827
96800;387204;1049;1,98219;0,6;0,4;0,471;0,063;1;96,225;187317,4;396288;10,3;0,96;2,0552278
96900;387604;1050;2,00772;0,6;0,4;0,471;0,063;1;96,225;187497,4;396672;11,1;0,96;2,0553621
97000;388004;1050;1,91621;0,6;0,4;0,471;0,063;1;96,225;187677,9;397056;10,6;0,96;2,0556319
97100;388404;1051;2,01826;0,6;0,4;0,471;0,063;1;96,225;187898,5;397440;10,3;0,96;2,0565364
97200;388804;1053;2,00539;0,6;0,4;0,471;0,063;1;96,225;188089,9;397824;10,4;0,96;2,0567572
97300;389204;1053;1,92472;0,6;0,4;0,471;0,063;1;96,225;188267,8;398208;11,2;0,96;2,0570582
97400;389604;1054;1,95444;0,6;0,4;0,471;0,063;1;96,225;188428;398592;10,4;0,96;2,0580666
97500;390004;1055;1,90504;0,6;0,4;0,471;0,063;1;96,225;188597,7;398976;10,7;0,96;2,0588903
97600;390404;1056;1,93761;0,6;0,4;0,471;0,063;1;96,225;188767,8;399360;10,5;0,96;2,0604287
97700;390804;1057;1,87201;0,6;0,4;0,471;0,063;1;96,225;189062,3;399872;9,6;0,96;2,0613834
97800;391204;1058;1,92483;0,6;0,4;0,471;0,063;1;96,225;189240,2;400256;10,3;0,96;2,0624624
97900;391604;1059;1,85794;0,6;0,4;0,471;0,063;1;96,225;189444,5;400640;11;0,96;2,0643801
98000;392004;1060;2,08854;0,6;0,4;0,471;0,063;1;96,225;189645,4;401024;10,1;0,96;2,0658918
98100;392404;1061;1,95307;0,6;0,4;0,471;0,063;1;96,225;189778,6;401408;10,5;0,96;2,0654613
98200;392804;1062;1,88912;0,6;0,4;0,471;0,063;1;96,225;189917,7;401792;10,8;0,96;2,0657004
98300;393204;1063;1,9013;0,6;0,4;0,471;0,063;1;96,225;190145,6;402176;11,2;0,96;2,0674843
98400;393604;1064;1,91266;0,6;0,4;0,471;0,063;1;96,225;190360,8;402560;10,6;0,96;2,0685333
98500;394004;1065;1,94347;0,6;0,4;0,471;0,063;1;96,225;190700;403072;10,4;0,96;2,0701696
98600;394404;1067;2,04876;0,6;0,4;0,471;0,063;1;96,225;190903,6;403456;11,1;0,96;2,0719531
98700;394804;1068;1,9868;0,6;0,4;0,471;0,063;1;96,225;191063,7;403840;10,6;0,96;2,0717285
98800;395204;1069;1,9988;0,6;0,4;0,471;0,063;1;96,225;191272,6;404224;10,2;0,96;2,0722583
98900;395604;1070;1,8964;0,6;0,4;0,471;0,063;1;96,225;191478,9;404608;9,7;0,96;2,072028
99000;396004;1071;1,91565;0,6;0,4;0,471;0,063;1;96,225;191712,1;404992;9,9;0,96;2,0725544
99100;396404;1072;1,93497;0,6;0,4;0,471;0,063;1;96,225;191923,8;405376;10,5;0,96;2,0737919
99200;396804;1073;2,03005;0,6;0,4;0,471;0,063;1;96,225;192111,5;405760;10,4;0,96;2,074167
99300;397204;1074;1,85637;0,6;0,4;0,471;0,063;1;96,225;192312,9;406144;9,8;0,96;2,0741203
99400;397604;1076;2,00353;0,6;0,4;0,471;0,063;1;96,225;192623,9;406656;9,8;0,96;2,0785538
99500;398004;1077;2,00294;0,6;0,4;0,471;0,063;1;96,225;192831,5;407040;10;0,96;2,0790466
99600;398404;1078;1,92066;0,6;0,4;0,471;0,063;1;96,225;193063,5;407424;10,1;0,96;2,0797002
99700;398804;1079;1,93708;0,6;0,4;0,471;0,063;1;96,225;193272,1;407808;11,3;0,96;2,0808987
99800;399204;1080;1,82038;0,6;0,4;0,471;0,063;1;96,225;193478,8;408192;10,6;0,96;2,0816035
99900;399604;1081;1,92144;0,6;0,4;0,471;0,063;1;96,225;193700,3;408576;10,5;0,96;2,0840766
100000;400004;1081;1,8465;0,6;0,4;0,471;0,063;1;96,225;193926,5;408960;10,4;0,95;2,0850344
100100;400404;1082;2,47321;0,6;0,4;0,474;0,063;1;98,4;194266,7;409344;9,8;0,95;2,0869828
100200;400804;1083;2,32093;0,6;0,4;0,474;0,063;1;98,4;194702,6;409856;10,3;0,95;2,0870929
100300;401204;1084;2,32428;0,6;0,4;0,474;0,063;1;98,4;195055,5;410240;9,9;0,95;2,0880162
100400;401604;1085;2,24665;0,6;0,4;0,474;0,063;1;98,4;195400,6;410624;10;0,95;2,0891958
100500;402004;1086;2,29972;0,6;0,4;0,474;0,063;1;98,4;195749,6;411008;10,3;0,95;2,0899189
100600;402404;1087;2,22811;0,6;0,4;0,474;0,063;1;98,4;196009,4;411392;9,8;0,95;2,0903348
100700;402804;1087;2,21859;0,6;0,4;0,474;0,063;1;98,4;196259,6;411776;11,3;0,95;2,0907831
100800;403204;1088;2,23596;0,6;0,4;0,474;0,063;1;98,4;196529,5;412160;9,4;0,95;2,0912404
100900;403604;1089;2,13573;0,6;0,4;0,474;0,063;1;98,4;196796,2;412544;9,3;0,95;2,0918431
101000;404004;1090;2,23111;0,6;0,4;0,474;0,063;1;98,4;197056,5;412928;9,7;0,95;2,0931619
101100;404404;1091;2,28009;0,6;0,4;0,474;0,063;1;98,4;197453,2;413440;9,3;0,95;2,0940895
101200;404804;1092;2,22528;0,6;0,4;0,474;0,063;1;98,4;197735,5;413824;10,3;0,95;2,0942293
101300;405204;1093;2,17008;0,6;0,4;0,474;0,063;1;98,4;198070,1;414208;10,8;0,95;2,096466
101400;405604;1094;2,13601;0,6;0,4;0,474;0,063;1;98,4;198335,1;414592;9,7;0,95;2,0971454
101500;406004;1094;2,2001;0,6;0,4;0,474;0,063;1;98,4;198602,5;414976;10,6;0,95;2,0999503
101600;406404;1095;2,26395;0,6;0,4;0,474;0,063;1;98,4;198888,9;415360;10,6;0,95;2,0998649
101700;406804;1097;2,10483;0,6;0,4;0,474;0,063;1;98,4;199147;415744;9,8;0,95;2,0991242
101800;407204;1098;2,08126;0,6;0,4;0,474;0,063;1;98,4;199355,3;416128;11,1;0,95;2,1005115
101900;407604;1099;2,14436;0,6;0,4;0,474;0,063;1;98,4;199772,1;416640;9,9;0,95;2,1033199
102000;408004;1100;2,28582;0,6;0,4;0,474;0,063;1;98,4;200018,7;417024;10;0,95;2,1035801
102100;408404;1101;2,24347;0,6;0,4;0,474;0,063;1;98,4;200286,6;417408;9,8;0,95;2,1037099
102200;408804;1102;2,17831;0,6;0,4;0,474;0,063;1;98,4;200543,8;417792;10,5;0,95;2,1049181
102300;409204;1103;2,17006;0,6;0,4;0,474;0,063;1;98,4;200777,6;418176;9,9;0,95;2,1045614
102400;409604;1104;2,1441;0,6;0,4;0,474;0,063;1;98,4;201024;418560;10,5;0,95;2,1052855
102500;410004;1106;2,10577;0,6;0,4;0,474;0,063;1;98,4;201216,8;418944;10,5;0,95;2,1057007
102600;410404;1107;2,11704;0,6;0,4;0,474;0,063;1;98,4;201431,9;419328;10;0,95;2,1065177
102700;410804;1107;2,1855;0,6;0,4;0,474;0,063;1;98,4;201711,8;419712;9,9;0,95;2,1072694
102800;411204;1108;2,06584;0,6;0,4;0,474;0,063;1;98,4;202050,8;420224;10,3;0,95;2,1090622
102900;411604;1110;2,1081;0,6;0,4;0,474;0,063;1;98,4;202279,4;420608;10,3;0,95;2,1104268
103000;412004;1111;1,96144;0,6;0,4;0,474;0,063;1;98,4;202483,2;420992;10,3;0,95;2,1119222
103100;412404;1111;2,12056;0,6;0,4;0,474;0,063;1;98,4;202750,2;421376;10,1;0,95;2,1137757
103200;412804;1113;2,13468;0,6;0,4;0,474;0,063;1;98,4;202932,5;421760;10,1;0,95;2,1143028
103300;413204;1114;2,1768;0,6;0,4;0,474;0,063;1;98,4;203166,9;422144;9,7;0,95;2,1150583
103400;413604;1114;2,01477;0,6;0,4;0,474;0,063;1;98,4;203376,8;422528;9,8;0,95;2,115183
103500;414004;1116;2,07608;0,6;0,4;0,474;0,063;1;98,4;203552,3;422912;10;0,95;2,1166601
103600;414404;1117;2,01193;0,6;0,4;0,474;0,063;1;98,4;203860,2;423424;10,2;0,95;2,1187626
103700;414804;1117;2,14319;0,6;0,4;0,474;0,063;1;98,4;204116,8;423808;10,1;0,95;2,1201831
103800;415204;1118;2,05042;0,6;0,4;0,474;0,063;1;98,4;204341,1;424192;10,3;0,95;2,121603
103900;415604;1118;2,01954;0,6;0,4;0,474;0,063;1;98,4;204535,3;424576;10,5;0,95;2,1234158
104000;416004;1120;2,03126;0,6;0,4;0,474;0,063;1;98,4;204753,4;424960;10;0,95;2,125444
104100;416404;1121;2,00292;0,6;0,4;0,474;0,063;1;98,4;204930,9;425344;10;0,95;2,1269215
104200;416804;1122;2,07328;0,6;0,4;0,474;0,063;1;98,4;205154,8;425728;9,9;0,95;2,128601
104300;417204;1123;2,0884;0,6;0,4;0,474;0,063;1;98,4;205357,2;426112;10,5;0,95;2,1282645
104400;417604;1124;2,07683;0,6;0,4;0,474;0,063;1;98,4;205642,1;426496;10,9;0,95;2,1283264
104500;418004;1125;2,12538;0,6;0,4;0,474;0,063;1;98,4;205986,2;427008;11,4;0,95;2,1286312
104600;418404;1126;2,01374;0,6;0,4;0,474;0,063;1;98,4;206231,7;427392;10,6;0,95;2,1291415
104700;418804;1127;2,025;0,6;0,4;0,474;0,063;1;98,4;206401,4;427776;10,5;0,95;2,131392
104800;419204;1128;1,96469;0,6;0,4;0,474;0,063;1;98,4;206621,8;428160;10,2;0,95;2,1329477
104900;419604;1129;2,01893;0,6;0,4;0,474;0,063;1;98,4;206816,4;428544;11,1;0,95;2,1343882
105000;420004;1130;1,94491;0,6;0,4;0,474;0,063;1;98,4;207014,3;428928;10,6;0,95;2,1355325
105100;420404;1131;1,9307;0,6;0,4;0,483;0,063;1;101,004;207209,7;429312;12,1;0,95;2,137755
105200;420804;1132;2,0232;0,6;0,4;0,483;0,063;1;101,004;207416,1;429696;9,9;0,95;2,140405
105300;421204;1133;2,12115;0,6;0,4;0,483;0,063;1;101,004;207735,7;430208;9,7;0,95;2,141776
105400;421604;1134;2,03334;0,6;0,4;0,483;0,063;1;101,004;207973,6;430592;10,1;0,95;2,141834
105500;422004;1135;2,07911;0,6;0,4;0,483;0,063;1;101,004;208181,8;430976;10;0,95;2,1435088
105600;422404;1136;1,99425;0,6;0,4;0,483;0,063;1;101,004;208397,3;431360;9,7;0,95;2,1441472
105700;422804;1137;2,05903;0,6;0,4;0,483;0,063;1;101,004;208586,9;431744;10,3;0,95;2,1455682
105800;423204;1137;1,99769;0,6;0,4;0,483;0,063;1;101,004;208797;432128;10;0,95;2,1461227
105900;423604;1138;1,99218;0,6;0,4;0,483;0,063;1;101,004;209027,8;432512;10,4;0,95;2,1468075
106000;424004;1139;2,05468;0,6;0,4;0,483;0,063;1;101,004;209233,1;432896;10,9;0,95;2,1481605
106100;424404;1140;2,02984;0,6;0,4;0,483;0,063;1;101,004;209473,3;433280;9,6;0,95;2,1489627
106200;424804;1141;2,03322;0,6;0,4;0,483;0,063;1;101,004;209785;433792;9,6;0,95;2,1486763
106300;425204;1142;1,98031;0,6;0,4;0,483;0,063;1;101,004;209972,7;434176;9,6;0,95;2,1504912
106400;425604;1142;2,02981;0,6;0,4;0,483;0,063;1;101,004;210175,5;434560;9,6;0,95;2,1524284
106500;426004;1144;2,04413;0,6;0,4;0,483;0,063;1;101,004;210356;434944;10,3;0,95;2,1533682
106600;426404;1145;2,01025;0,6;0,4;0,483;0,063;1;101,004;210552,8;435328;10,1;0,95;2,1548552
106700;426804;1146;1,99603;0,6;0,4;0,483;0,063;1;101,004;210750,2;435712;9,8;0,95;2,1560461
106800;427204;1147;1,99562;0,6;0,4;0,483;0,063;1;101,004;210946,4;436096;9,9;0,95;2,1572007
106900;427604;1148;2,0347;0,6;0,4;0,483;0,063;1;101,004;211155,4;436480;9,8;0,95;2,1594432
107000;428004;1149;2,00666;0,6;0,4;0,483;0,063;1;101,004;211488,7;436992;9,6;0,95;2,1603992
107100;428404;1150;2,04034;0,6;0,4;0,483;0,063;1;101,004;211729,9;437376;9,8;0,95;2,1615568
107200;428804;1151;2,03549;0,6;0,4;0,483;0,063;1;101,004;211917,4;437760;10;0,95;2,1622885
107300;429204;1152;2,02556;0,6;0,4;0,483;0,063;1;101,004;212145;438144;10,2;0,95;2,1623588
107400;429604;1153;2,03681;0,6;0,4;0,483;0,063;1;101,004;212325,7;438528;10,2;0,95;2,1638043
107500;430004;1154;2,05888;0,6;0,4;0,483;0,063;1;101,004;212491,6;438912;9,6;0,95;2,1646968
107600;430404;1155;2,03308;0,6;0,4;0,483;0,063;1;101,004;212708;439296;10,3;0,95;2,1667474
107700;430804;1156;1,97991;0,6;0,4;0,483;0,063;1;101,004;212924,5;439680;9,8;0,95;2,1686328
107800;431204;1158;2,1166;0,6;0,4;0,483;0,063;1;101,004;213110,4;440064;10,5;0,95;2,1702492
107900;431604;1159;2,00911;0,6;0,4;0,483;0,063;1;101,004;213438,9;440576;9,5;0,95;2,1696043
108000;432004;1160;2,04549;0,6;0,4;0,483;0,063;1;101,004;213592,3;440960;9,6;0,95;2,1708349
108100;432404;1161;1,97698;0,6;0,4;0,483;0,063;1;101,004;213771,1;441344;10,2;0,95;2,1717596
108200;432804;1162;2,06751;0,6;0,4;0,483;0,063;1;101,004;213937,6;441728;11,2;0,95;2,1732095
108300;433204;1162;2,0062;0,6;0,4;0,483;0,063;1;101,004;214129,7;442112;10,5;0,95;2,1732801
108400;433604;1164;2,07629;0,6;0,4;0,483;0,063;1;101,004;214370,6;442496;10,7;0,95;2,1746486
108500;434004;1164;2,12182;0,6;0,4;0,483;0,063;1;101,004;214545,1;442880;9,7;0,95;2,176101
108600;434404;1166;2,0263;0,6;0,4;0,483;0,063;1;101,004;214749,8;443264;9,7;0,95;2,1768218
