game;len;score1;score2;score3;score4;fr;lenma
17260;821;2410;2605,8;1760;6670;0;896,9
17270;889;2440;2572,4;1760;6670;0;897,5
17280;729;2380;2559,3;1760;6670;0;881,9
17290;1137;2170;2542,6;1760;6670;0;901,5
17300;1001;2370;2517,4;1240;6670;0;913,6
17310;903;2150;2486,9;1240;6670;0;914
17320;613;2220;2462;1240;6670;0;908,5
17330;925;2360;2450,6;1240;6670;0;891,3
17340;887;2330;2416,7;1240;4170;0;900,1
17350;855;2400;2406,3;1240;4170;0;897
17360;845;2240;2406,7;1240;4170;0;894,4
17370;923;2430;2412,2;1240;4170;0;898,4
17380;865;2740;2427;1240;4170;0;890,5
17390;1269;2170;2413,1;1240;3830;0;909,1
17400;929;2200;2413,6;1470;3830;0;902,1
17410;909;2330;2406,5;1470;3870;0;895,4
17420;981;3520;2446,8;1470;3910;0;894,2
17430;1267;2660;2428,2;1470;3910;0;917,7
17440;911;2850;2450,3;1470;3910;0;922,1
17450;1077;2240;2490,3;1470;3910;0;936,8
17460;925;2340;2496;1470;3910;0;942
17470;1045;2770;2516,2;1470;3910;0;949,8
17480;925;2200;2543,1;1470;3910;0;959,6
17490;603;2390;2559,4;1640;4460;0;932,9
17500;769;2190;2558,7;1670;4460;0;921,3
17510;911;2460;2559,5;1780;4460;0;921,7
17520;865;2450;2529,4;1480;4460;0;934,3
17530;789;2400;2581,4;1480;4720;0;927,5
17540;717;4850;2562,7;1480;4850;0;919
17550;841;1830;2537,5;1480;4850;0;918,3
17560;895;2250;2546,1;1480;4850;0;920,8
17570;805;3060;2535,6;1480;4850;0;914,9
17580;697;2270;2480,3;1480;4850;0;906,5
17590;863;1760;2469,9;1480;4850;0;886,2
17600;825;2280;2476,1;1480;4850;0;881
17610;1009;2070;2508;1480;4850;0;886
17620;747;2020;2501,4;1490;4850;0;874,3
17630;699;2640;2459,9;1490;4850;0;845,9
17640;779;2160;2459,4;1490;3920;0;839,3
17650;1093;2470;2454,7;1490;3920;0;840,1
17660;855;1910;2441,9;1490;3920;0;836,6
17670;775;2700;2451,9;1630;3920;0;823,1
17680;847;2350;2486,5;1760;3920;0;819,2
17690;871;2520;2474,8;1740;3920;0;832,6
17700;1009;3570;2472,5;1370;3920;0;844,6
17710;765;2340;2442,7;1370;3570;0;837,3
17720;657;2350;2475,2;1370;3620;0;826,9
17730;1115;1930;2465,6;1370;3620;0;843,2
17740;1011;2260;2485;1370;3620;0;857,9
17750;731;2520;2494,9;1370;3620;0;852,4
17760;825;3080;2496,6;1370;3620;0;848,9
17770;625;1990;2464,3;1370;3620;0;839,9
17780;615;1880;2430,4;1370;3620;0;835,8
17790;841;2170;2425,4;1250;3620;0;834,7
17800;845;2750;2426,6;1250;3620;0;835,7
17810;697;1820;2407,7;1250;3620;0;820,1
17820;971;2650;2380,3;1250;3330;0;831,3
17830;779;2570;2386,3;1250;3330;0;835,3
17840;817;2390;2375,4;1250;3270;0;837,2
17850;797;2120;2348,7;1250;3190;0;822,4
17860;879;1790;2350,1;1250;3250;0;823,6
17870;753;2850;2383,9;1250;3400;0;822,5
17880;757;2070;2391,4;1250;3400;0;818
17890;869;1960;2418;1410;3690;0;817,9
17900;787;2260;2407,4;1780;3690;0;806,8
17910;985;2270;2437,1;1610;3940;0;817,8
17920;673;4490;2471,7;1610;4490;0;818,6
17930;695;2970;2472;1610;4490;0;797,6
17940;635;2040;2455,2;1610;4490;0;778,8
17950;699;3130;2476,4;1610;4490;0;777,2
17960;773;2420;2464,3;1610;4490;0;774,6
17970;987;2250;2446,8;1610;4510;0;792,7
17980;691;1870;2452,5;1610;4510;0;796,5
17990;725;2750;2470,7;1610;4510;0;790,7
18000;765;2600;2498,5;1610;4510;0;786,7
18010;873;2350;2468,9;1700;4510;0;795,5
18020;673;2420;2418,9;1470;4510;0;780,6
18030;663;1910;2407,1;1470;4510;0;774,8
18040;911;2580;2421,1;1470;4510;0;779,5
18050;743;2520;2419,1;1470;4510;0;776,8
18060;889;2330;2423,6;1470;4510;0;777,3
18070;909;2450;2438,6;1470;3460;0;785,1
18080;663;2230;2426,8;1470;3460;0;780,4
18090;903;2670;2394,8;1470;3340;0;782,1
18100;749;2580;2374,9;1470;3320;0;780,2
18110;1041;2080;2396,6;1470;3320;0;783
18120;849;2040;2402,7;1600;3320;0;791,8
18130;917;2040;2419,3;1600;3320;0;802,9
18140;821;3030;2426,1;1600;3320;0;812,2
18150;753;2540;2428;1600;3320;0;814,9
18160;861;2900;2447,4;1600;3320;0;819,3
18170;929;2230;2446,4;1600;3400;0;816,4
18180;925;2630;2473,6;1600;3400;0;828,1
18190;1121;2030;2499,5;1630;3960;0;847,9
18200;855;2670;2495,6;1630;3960;0;852,4
18210;777;2830;2482,2;1630;3960;0;847,6
18220;913;2420;2494;1630;3960;0;859,6
18230;1223;2290;2496,9;1630;3960;0;887,6
18240;907;2290;2475,5;1630;3960;0;887,4
18250;737;2560;2477,2;1720;3960;0;887,1
18260;593;1720;2459,4;1720;3960;0;872,3
18270;1141;1890;2448,7;1720;3960;0;883,9
18280;745;2250;2436,1;1720;3960;0;888
18290;1197;2580;2411,1;1720;3680;0;902,7
18300;751;2170;2397,2;1620;3680;0;902,8
18310;639;1760;2389,2;1620;3680;0;882,7
18320;967;1770;2387,2;1620;3680;0;888,6
18330;883;2010;2384,3;1620;3680;0;886,9
18340;785;2520;2390,5;1620;3680;0;885,1
18350;881;2750;2379,8;1360;3680;0;891,5
18360;745;2350;2403,4;1360;4010;0;885,7
18370;1009;2370;2383,5;1220;4010;0;889,7
18380;773;2610;2369;1220;4010;0;882,1
18390;1159;2280;2364,3;1220;4010;0;884
18400;1121;2580;2394,5;1220;4010;0;897,3
18410;753;2210;2390,8;1220;4010;0;896,1
18420;967;3740;2398,7;1220;4010;0;898,8
18430;795;2770;2411,9;1220;4010;0;877,4
18440;783;2460;2401,7;1220;4010;0;871,2
18450;1005;2640;2399,9;1220;4010;0;884,6
18460;1057;4080;2392;1220;4080;0;907,8
18470;1219;2470;2425,2;1290;4080;0;911,7
18480;741;2090;2428,9;1290;4080;0;911,5
18490;919;2590;2438,1;1290;4080;0;897,6
18500;737;2280;2438,2;1290;4080;0;896,9
18510;727;3810;2450,7;1290;4080;0;901,3
18520;933;2010;2455,7;1210;4080;0;899,6
18530;1071;2070;2489,9;1210;5440;0;909
18540;1021;2550;2486,6;1210;5440;0;920,8
18550;753;2120;2495,4;1210;5440;0;914,4
18560;867;2860;2479,1;1210;5440;0;920,5
18570;1003;2370;2475,9;1210;5440;0;920,2
18580;907;3220;2492;1210;5440;0;926,9
18590;673;2260;2475,8;1210;5440;0;902,6
18600;1011;2960;2498,3;1210;5440;0;897,1
18610;1081;2710;2493,8;1210;5440;0;913,5
18620;995;2080;2514,3;1650;5440;0;914,9
18630;683;2150;2463,3;1650;3970;0;909,3
18640;835;3110;2473,4;1650;3970;0;911,9
18650;771;2130;2469,7;1650;3970;0;900,2
18660;689;2330;2492,7;1650;4940;0;881,8
18670;835;1960;2485,1;1650;4940;0;862,6
18680;933;2080;2455;910;4940;0;872,2
18690;841;1620;2458,8;510;4940;0;868,3
18700;885;2230;2459,5;510;4960;0;875,7
18710;817;2570;2456,2;510;4960;0;880,2
18720;683;2220;2435,8;510;4960;0;867,7
18730;1085;2470;2436,7;510;4960;0;868,4
18740;899;2550;2439,1;510;4960;0;862,3
18750;953;2430;2459,7;510;4960;0;872,3
18760;711;2220;2430,4;510;4960;0;864,5
18770;767;2140;2430;510;4960;0;852,7
18780;1253;2390;2498,3;510;4960;0;870
18790;891;2210;2496,9;1700;4960;0;880,9
18800;809;1940;2448,6;1700;4490;0;870,8
18810;1675;4810;2500,8;1700;4810;0;900,5
18820;913;2640;2504,6;1700;4810;0;896,4
18830;1129;3660;2530,7;1700;4810;0;918,7
18840;739;2470;2538,1;1700;4810;0;913,9
18850;313;1080;2531,6;1080;4810;0;891
18860;1015;2190;2524,3;1080;4810;0;907,3
18870;705;2070;2482,3;1080;4810;0;900,8
18880;941;3330;2455,5;1080;4810;0;901,2
18890;921;1880;2459,9;1080;4810;0;905,2
18900;695;2020;2463,6;1080;4810;0;895,7
18910;951;2490;2477,1;1080;6260;0;902,4
18920;851;2370;2475,2;1080;6260;0;910,8
18930;741;2440;2443;1080;6260;0;893,6
18940;921;1960;2482,7;1080;6260;0;894,7
18950;941;2390;2476,8;1470;6260;0;894,1
18960;907;2350;2469,3;1470;6260;0;903,9
18970;925;2310;2511,7;1710;6260;0;911,8
18980;925;2240;2484,1;1710;6260;0;895,4
18990;839;3390;2484,5;1430;6260;0;892,8
19000;765;2330;2489,4;1430;6260;0;890,6
19010;663;2060;2430;1430;5740;0;840
19020;803;2230;2419,5;1430;5740;0;834,5
19030;759;2970;2407,8;1430;5740;0;816
19040;661;3270;2365,8;1430;3560;0;812,1
19050;855;4690;2356,5;1430;4690;0;839,2
19060;1047;2280;2412,9;1430;4690;0;840,8
19070;695;2990;2439,5;1430;4690;0;840,3
19080;853;3000;2460;1430;4690;0;835,9
19090;1001;2740;2480,8;1510;4690;0;839,9
19100;881;2050;2472,6;1510;4690;0;849,2
19110;907;2470;2489,1;1510;4690;0;847
19120;915;2440;2517,1;1510;4690;0;850,2
19130;699;2150;2531,8;1510;4690;0;848,1
19140;989;2390;2503,3;1650;4690;0;851,5
19150;855;2890;2494,8;1650;3840;0;847,2
19160;957;3710;2483;1650;3840;0;849,7
19170;791;2340;2458,1;1650;3780;0;843
19180;1069;2660;2463,6;1650;3940;0;850,2
19190;1205;2940;2475,1;1650;3940;0;868,5
19200;883;2010;2488,5;1650;3940;0;874,4
19210;711;1880;2486,2;1650;3940;0;876,8
19220;843;1860;2481,4;1570;4090;0;878,8
19230;943;2000;2500,2;1570;4090;0;888
19240;1081;3480;2556;1570;4090;0;909
19250;681;2200;2596,4;1570;4090;0;900,3
19260;753;2130;2599,8;1570;4090;0;885,6
19270;1077;3380;2619,1;1570;4090;0;904,7
19280;887;2410;2601,4;1570;4090;0;906,4
19290;655;2670;2608,6;1570;4090;0;889,1
19300;1037;2260;2622,9;1570;4090;0;896,9
19310;1151;2460;2612,8;1570;4090;0;909,1
19320;1157;3780;2619,8;1610;4060;0;921,2
19330;865;2090;2622,2;1120;4060;0;929,5
19340;1051;2530;2573,4;290;4060;0;932,6
19350;1043;2250;2540,3;290;4060;0;942
19360;791;2060;2516,1;290;4060;0;933,7
19370;833;4540;2508,1;290;4540;0;935,8
19380;1021;2420;2504,7;290;4540;0;933,4
19390;903;3060;2467,6;290;4540;0;918,3
19400;665;2400;2466,2;290;4540;0;907,4
19410;901;2310;2451,3;290;4540;0;916,9
19420;729;2350;2401,3;290;4540;0;911,2
19430;1011;1930;2372,9;290;4540;0;914,6
19440;719;1730;2387,3;590;4540;0;896,5
19450;1043;2020;2373,7;590;4540;0;914,6
19460;833;2920;2394,5;590;4540;0;918,6
19470;915;2860;2390,3;590;3700;0;910,5
19480;1023;3140;2398,2;590;3700;0;917,3
19490;767;2320;2407,8;590;3700;0;922,9
19500;731;2340;2410,4;790;3700;0;907,6
19510;949;2450;2425,6;1690;3700;0;897,5
19520;871;2420;2474,1;1690;4690;0;883,2
19530;901;3140;2480,2;1690;4690;0;885
19540;939;2530;2501,5;1690;4690;0;879,4
19550;1055;2540;2516,2;1690;4690;0;880
19560;1061;2380;2519,2;1690;4690;0;893,5
19570;1219;1980;2489,9;1690;4690;0;912,8
19580;907;2230;2525,2;1690;4690;0;907,1
19590;765;3090;2559,8;1710;4690;0;900,2
19600;835;2420;2546,4;1710;4690;0;908,7
19610;893;3460;2549;1710;4690;0;908,3
19620;985;2700;2530,4;1710;3860;0;921,1
19630;891;2720;2529,9;1540;3860;0;915,1
19640;811;2480;2530;1540;3960;0;919,7
19650;965;2660;2549,2;1540;3960;0;915,8
19660;1029;2220;2532,4;1540;3960;0;925,6
19670;241;340;2530,1;340;3960;0;891,9
19680;737;1890;2519,3;340;3960;0;877,6
19690;1251;2070;2483,9;340;3960;0;901,8
19700;833;2550;2488,1;340;3960;0;906,9
19710;537;1370;2501;340;3960;0;886,3
19720;887;2960;2499,1;340;3960;0;887,1
19730;933;2650;2510,8;340;3960;0;888,7
19740;789;2800;2486;340;3590;0;881,2
19750;983;2160;2479,1;340;4570;0;877,6
19760;969;2460;2469;340;4570;0;873
19770;745;2480;2509,5;1370;4570;0;849,3
19780;717;2220;2531,3;1370;5660;0;839,8
19790;885;1810;2541;1370;5660;0;845,8
19800;705;2780;2553,3;1370;5660;0;839,3
19810;1053;3260;2544,4;1810;5660;0;847,3
19820;1097;1990;2528,1;1810;5660;0;852,9
19830;759;2400;2533;1810;5660;0;846,3
19840;903;2450;2528,8;1010;5660;0;850,9
19850;961;3770;2553,1;1010;5660;0;850,7
19860;857;2240;2571,8;1010;5660;0;842,1
19870;789;2220;2550,7;1010;5660;0;869,5
19880;967;2140;2507,3;1010;4990;0;881
19890;1191;2290;2511,7;1010;4990;0;878
19900;815;3490;2534,2;1010;4990;0;877,1
19910;999;2150;2519,4;1010;4990;0;900,2
19920;959;2280;2568,1;1010;4990;0;903,8
19930;1341;3880;2584,3;1010;4990;0;924,2
19940;1271;3360;2599,2;1770;4990;0;948,3
