game;len;score1;score2;score3;score4;fr;lenma
10;349;180;234;170;330;3;0
20;297;130;226;130;330;2,2;0
30;335;200;222,3;130;380;2;0
40;607;290;218,8;80;380;2,5;0
50;401;190;214,8;80;410;1,3;0
60;439;360;223;80;410;1,1;0
70;359;300;223,7;80;410;0,8;0
80;335;230;224;80;410;0,6;0
90;403;160;226,3;80;410;0,6;0
100;525;430;230,9;80;430;0,7;0
110;305;290;229,1;80;430;0,4;0
120;359;230;227,9;80;430;0,4;0
130;255;180;233,5;80;500;0,3;0
140;357;140;244,8;90;730;0,3;0
150;349;150;249,8;100;730;0,3;0
160;395;270;250,4;100;730;0,3;0
170;389;300;255,6;100;730;0,3;0
180;509;390;259,5;120;730;0,4;0
190;353;230;258,5;120;730;0,3;0
200;383;280;260,4;120;730;0,3;385,2
210;275;170;263,1;110;730;0,2;381,5
220;413;250;267,8;110;730;0,3;387,3
230;223;130;265,8;110;730;0,1;381,7
240;373;280;260;110;620;0,2;370
250;385;170;257,5;110;620;0,2;369,2
260;295;220;254,1;110;620;0,2;362
270;251;160;258,1;110;1060;0,1;356,6
280;383;210;256,3;110;1060;0,2;359
290;379;360;258,8;110;1060;0,2;357,8
300;381;160;255,5;110;1060;0,2;350,6
310;399;240;254,4;120;1060;0,2;355,3
320;371;280;253,7;120;1060;0,2;355,9
330;391;290;259,1;120;1060;0,2;362,7
340;337;160;256,2;120;1060;0,1;361,7
350;357;160;260,7;120;1060;0,1;362,1
360;379;260;264,6;120;1060;0,1;361,3
370;375;300;259,2;100;890;0,1;360,6
380;431;200;253,4;100;890;0,2;356,7
390;319;210;251,9;100;890;0,1;355
400;331;150;248,5;100;890;0,1;352,4
410;537;360;253,1;100;890;0,2;365,5
420;353;180;256,8;100;890;0,1;362,5
430;465;260;251,7;100;610;0,1;374,6
440;363;170;257,7;100;640;0,1;374,1
450;345;270;251,1;100;640;0,1;372,1
460;373;210;245,6;100;640;0,1;376
470;515;690;253,2;130;690;0,1;389,2
480;425;240;257,5;130;690;0,1;391,3
490;293;230;254,4;130;690;0,1;387
500;445;280;257,2;130;690;0,1;390,2
510;379;230;254,9;130;690;0,1;389,2
520;391;280;250,3;130;690;0,1;390,2
530;337;120;251,6;120;690;0,1;387,5
540;533;420;250;120;690;0,1;397,3
550;369;250;252,4;110;690;0,1;397,9
560;355;130;250,8;110;690;0,1;396,7
570;433;310;245,4;110;720;0,1;399,6
580;315;220;248,9;110;720;0,1;393,8
590;299;160;258,6;110;720;0,1;392,8
600;343;140;264,5;110;740;0,1;393,4
610;323;210;265,1;110;740;0,1;382,7
620;237;210;268,4;110;740;0,1;376,9
630;403;240;266,6;110;740;0,1;373,8
640;503;610;264,7;110;740;0,1;380,8
650;359;250;269,7;110;740;0,1;381,5
660;305;210;281,2;110;1050;0,1;378,1
670;341;250;281,8;120;1050;0,1;369,4
680;275;170;283,4;120;1050;0,1;361,9
690;343;210;276,8;120;1050;0,1;364,4
700;387;280;282;120;1120;0,1;361,5
710;381;300;278,3;130;1120;0,1;361,6
720;269;220;278,2;140;1120;0;355,5
730;351;250;286,3;140;1120;0,1;356,2
740;347;310;285,4;140;1120;0,1;346,9
750;381;260;284,4;140;1120;0,1;347,5
760;275;240;275,9;140;1120;0;343,5
770;381;190;274;140;1120;0,1;340,9
780;373;220;270,5;140;1120;0,1;343,8
790;359;280;274,9;140;1120;0,1;346,8
800;347;250;264,8;140;760;0,1;347
810;343;210;267,5;140;760;0,1;348
820;209;210;265,5;140;760;0;346,6
830;619;390;259,3;140;680;0,1;357,4
840;229;240;259,4;140;680;0;343,7
850;335;260;271,1;140;1050;0,1;342,5
860;349;290;274,6;150;1050;0,1;344,7
870;331;230;275,6;140;1050;0;344,2
880;339;260;282,5;140;1050;0;347,4
890;351;190;281,7;120;1050;0,1;347,8
900;357;230;283,5;120;1050;0,1;346,3
910;261;170;285,2;120;1050;0;340,3
920;433;300;286,6;120;1050;0,1;348,5
930;335;230;282,9;120;1050;0;347,7
940;469;290;286,3;120;1050;0,1;353,8
950;359;280;272,8;120;900;0;352,7
960;211;170;271,9;120;900;0;349,5
970;397;220;274,7;120;900;0,1;350,3
980;373;280;267,2;120;900;0;350,3
990;655;440;266,9;120;730;0,1;365,1
1000;329;220;260,8;120;730;0;364,2
1010;415;270;262,2;120;730;0,1;367,8
1020;309;200;261,9;120;730;0;372,8
1030;613;490;264,9;120;730;0,1;372,5
1040;385;240;264,4;120;730;0;380,3
1050;425;360;270,2;120;730;0,1;384,8
1060;271;190;271,6;120;730;0;380,9
1070;333;260;264,8;120;600;0;381
1080;573;340;265,7;120;600;0,1;392,7
1090;655;400;273,3;120;640;0,1;407,9
1100;367;240;280,6;140;640;0;408,4
1110;391;390;279,7;140;640;0;414,9
1120;279;200;296;140;850;0;407,2
1130;441;250;298;140;850;0;412,5
1140;369;210;308,6;140;1090;0;407,5
1150;487;410;308,6;140;1090;0,1;413,9
1160;379;300;307,4;140;1090;0;422,3
1170;361;270;322,9;140;1090;0;420,5
1180;325;200;321,1;140;1090;0;418,1
1190;535;430;318;140;1090;0,1;412,1
1200;393;260;318,7;140;1090;0;415,3
1210;797;530;321;140;1090;0,1;434,4
1220;293;190;302,8;140;1090;0;433,6
1230;317;220;303,8;140;1090;0;418,8
1240;417;350;293,1;140;1070;0;420,4
1250;333;290;291,4;140;1070;0;415,8
1260;367;310;291,7;140;1070;0;420,6
1270;373;260;289,8;140;1070;0;422,6
1280;395;310;295,1;140;1070;0;413,7
1290;357;280;291,4;120;780;0;398,8
1300;549;580;300,8;100;780;0,1;407,9
1310;321;180;295;100;780;0;404,4
1320;271;260;298,9;100;780;0;404
1330;535;590;301,3;100;660;0;408,7
1340;343;310;312,2;100;800;0;407,4
1350;535;570;323,5;100;940;0;409,8
1360;567;650;329,8;100;940;0;419,2
1370;431;220;333,5;100;940;0;422,7
1380;449;250;331,1;100;940;0;428,9
1390;329;230;333,9;100;940;0;418,6
1400;453;340;320,6;120;940;0;421,6
1410;421;320;329,1;120;940;0;402,8
1420;393;320;330;110;940;0;407,8
1430;351;240;328,7;110;940;0;409,5
1440;409;240;329,4;110;940;0;409,1
1450;335;190;316,5;110;930;0;409,2
1460;369;270;313,5;110;930;0;409,3
1470;317;270;320,4;110;2270;0;406,5
1480;533;720;330,7;110;2270;0;413,4
1490;213;110;325;110;2270;0;406,2
1500;433;260;328;110;2270;0;400,4
1510;285;220;325,8;110;2270;0;398,6
1520;557;1900;341,2;110;2270;0;412,9
1530;263;270;350,4;110;2270;0;399,3
1540;255;180;341,5;100;2270;0;394,9
1550;473;580;346,9;100;2270;0;391,8
1560;229;150;342,8;100;2270;0;374,9
1570;397;170;321,4;100;1900;0;373,2
1580;433;320;312,8;100;1900;0;372,4
1590;581;450;318,2;100;1900;0;385
1600;389;270;325,6;100;1900;0;381,8
1610;327;270;320,9;70;1900;0;377,1
1620;409;270;307,7;70;1040;0;377,9
1630;195;140;301,9;70;760;0;370,1
1640;347;320;305,8;70;790;0;367
1650;457;400;306,1;70;790;0;373,1
1660;333;220;325,7;70;1830;0;371,3
1670;247;130;325,1;70;1830;0;367,8
1680;393;210;328,1;70;1830;0;360,8
1690;461;330;323,3;70;1830;0;373,2
1700;407;350;317,3;70;1830;0;371,9
1710;487;370;324,5;130;1830;0;382
1720;377;340;318,7;110;1830;0;373
1730;267;190;312,7;110;1830;0;373,2
1740;353;320;306,4;110;1830;0;378,1
1750;225;160;301,2;110;1830;0;365,7
1760;297;180;286,8;110;600;0;369,1
1770;343;230;292,2;110;620;0;366,4
1780;311;250;298,6;110;620;0;360,3
1790;347;380;307,1;110;690;0;348,6
1800;429;320;309,3;110;790;0;350,6
1810;411;380;310,2;110;790;0;354,8
1820;473;380;318,4;150;820;0;358
1830;373;210;317,6;150;820;0;366,9
1840;363;240;318,9;150;820;0;367,7
1850;325;210;317,8;150;820;0;361,1
1860;387;350;316,6;150;820;0;363,8
1870;239;170;310,8;160;820;0;363,4
1880;301;200;303,9;140;820;0;358,8
1890;365;310;310,5;140;1190;0;354
1900;355;260;308,8;140;1190;0;351,4
1910;269;200;314,9;140;1190;0;340,5
1920;405;350;308,9;120;1190;0;341,9
1930;329;350;314,1;120;1190;0;345
1940;359;280;315,2;120;1190;0;345,3
1950;419;280;317,4;120;1190;0;355
1960;327;260;324,9;120;1190;0;356,5
1970;413;310;334,5;120;1190;0;360
1980;297;180;337,7;120;1190;0;359,3
1990;337;200;324,3;120;1190;0;358,8
2000;299;230;329,9;120;1190;0;352,3
2010;495;350;332,9;120;1220;0;356,5
2020;545;410;334,5;150;1220;0;360,1
2030;439;460;338,8;150;1220;0;363,4
2040;353;300;343,8;150;1220;0;362,9
2050;379;200;351,3;150;1220;0;365,6
2060;431;360;350,6;160;1220;0;367,8
2070;329;180;348,7;160;1220;0;372,3
2080;501;380;350,9;160;1220;0;382,3
2090;345;360;360,3;140;1220;0;381,3
2100;367;290;356,6;140;1220;0;381,9
2110;465;300;363,3;140;2350;0;391,7
2120;347;320;363,3;140;2350;0;388,8
2130;293;160;356,7;120;2350;0;387
2140;381;210;360,4;120;2350;0;388,1
2150;585;1290;366,3;120;2350;0;396,4
2160;241;230;370,1;120;2350;0;392,1
2170;379;270;372,4;120;2350;0;390,4
2180;345;220;369,5;120;2350;0;392,8
2190;379;350;359,8;120;2350;0;394,9
2200;367;230;357,3;120;2350;0;398,3
2210;397;370;341,9;120;1290;0;393,4
2220;369;280;348,3;120;1290;0;384,6
2230;391;270;344,4;130;1290;0;382,2
2240;491;440;341,9;130;1290;0;389,1
2250;467;400;328,6;130;890;0;393,5
2260;441;420;318,5;130;890;0;394
2270;279;270;313,1;130;770;0;391,5
2280;421;390;315,9;130;770;0;387,5
2290;425;310;314,4;160;770;0;391,5
2300;385;240;330,9;150;1780;0;392,4
2310;419;370;335,7;150;1780;0;390,1
2320;415;370;331;150;1780;0;393,5
2330;427;280;340,7;150;1780;0;400,2
2340;367;320;345,9;150;1780;0;399,5
2350;335;180;352,7;130;1780;0;387
2360;307;240;360,8;130;1780;0;390,3
2370;285;220;374,4;130;1780;0;385,6
2380;605;510;371,9;130;1780;0;398,6
2390;379;300;377,6;130;1780;0;398,6
2400;329;280;373,9;130;1360;0;396,7
2410;429;310;370,1;130;1360;0;398,3
2420;417;290;372;130;1360;0;400,7
2430;431;500;372,8;130;1360;0;402,7
2440;617;530;382,9;130;1490;0;409
2450;423;340;381,9;140;1490;0;406,8
2460;409;320;382,9;140;1490;0;405,2
2470;311;280;378,4;140;1490;0;406,8
2480;301;220;375,9;110;1490;0;400,8
2490;327;270;379,3;110;1490;0;395,9
2500;361;360;381,3;110;1890;0;394,7
2510;691;1080;385,1;110;1890;0;408,3
2520;263;270;387,9;110;1890;0;400,7
2530;397;300;392,1;110;1890;0;399,2
2540;393;330;373,4;110;1890;0;400,5
2550;335;320;376,6;110;1890;0;400,5
2560;261;250;366,2;110;1890;0;398,2
2570;425;390;356,1;110;1890;0;405,2
2580;393;370;357,9;130;1890;0;394,6
2590;421;330;353,9;130;1890;0;396,7
2600;365;260;339,1;130;1100;0;398,5
2610;439;410;338,7;130;1100;0;399
2620;555;840;340,7;140;1100;0;405,9
2630;313;220;332,6;140;1070;0;400
2640;439;320;344,1;140;1070;0;391,1
2650;457;260;357,5;140;1200;0;392,8
2660;309;270;355,7;140;1200;0;387,8
2670;421;380;354,5;140;1200;0;393,3
2680;399;290;356,1;140;1200;0;398,2
2690;389;450;364,1;140;1200;0;401,3
2700;311;250;375,3;150;1290;0;398,8
2710;265;180;382,5;150;1290;0;377,5
2720;429;340;374,7;150;1290;0;385,8
2730;341;250;380,9;150;1290;0;383
2740;507;420;371,6;180;1290;0;388,7
2750;311;240;352;180;1290;0;387,5
2760;389;370;358,2;180;1290;0;393,9
2770;301;290;370,5;180;1290;0;387,7
2780;339;300;365,5;180;1290;0;385
2790;355;300;358,1;130;1290;0;381,7
2800;395;350;358,3;130;1150;0;383,2
2810;373;270;349,2;130;1150;0;379,9
2820;721;1120;385,6;130;1660;0;388,2
2830;449;390;401;130;2100;0;395
2840;457;420;397,9;130;2100;0;395,9
2850;365;280;410,7;130;2100;0;391,3
2860;387;270;404,9;130;2100;0;395,2
2870;291;270;398,1;130;2100;0;388,7
2880;517;390;404,5;130;2100;0;394,6
2890;309;290;398,5;100;2100;0;390,6
2900;331;290;397,5;100;2100;0;391,6
2910;373;320;396,2;100;2100;0;397
2920;479;460;358,9;100;2100;0;399,5
2930;643;1180;353,7;100;1220;0;414,6
2940;283;250;375,6;100;1220;0;403,4
2950;393;310;380,3;100;1200;0;407,5
2960;321;300;395;100;1200;0;404,1
2970;281;230;432,8;100;2180;0;403,1
2980;359;310;430,8;100;2180;0;404,1
2990;333;270;440,3;120;2180;0;403
3000;359;270;437,6;120;2180;0;401,2
3010;319;240;435,4;120;2180;0;398,5
3020;417;330;438,6;180;2180;0;383,3
3030;829;850;437,4;180;2180;0;402,3
3040;567;820;427,5;180;2180;0;407,8
3050;747;1350;438,1;180;2180;0;426,9
3060;775;3490;467;180;3490;0;446,3
3070;483;1030;433,8;180;3490;0;455,9
3080;383;320;433,5;180;3490;0;449,2
3090;353;340;442,4;180;3490;0;451,4
3100;313;290;455,8;180;3490;0;450,5
3110;563;770;461,1;180;3490;0;460
3120;363;270;465,8;180;3490;0;454,2
3130;421;400;451,9;180;3490;0;443,1
3140;451;380;455,6;180;3490;0;451,5
3150;407;350;432,5;160;3490;0;452,2
3160;299;250;407,8;160;1270;0;451,1
3170;527;1230;421,3;160;1270;0;463,4
3180;313;220;420,6;160;1270;0;461,1
3190;281;180;444,3;160;1670;0;458,5
3200;393;260;427,3;160;1670;0;460,2
3210;301;270;438,6;160;1670;0;459,3
3220;333;270;434,9;160;1670;0;455,1
3230;621;720;447,1;160;1670;0;444,7
3240;361;330;435,8;110;1670;0;434,4
3250;423;430;440,4;110;1670;0;418,2
3260;529;490;435,7;110;1670;0;405,9
3270;333;420;429,3;110;1670;0;398,4
3280;791;940;444,8;110;1670;0;418,8
3290;515;1180;433,3;110;1180;0;426,9
3300;519;660;448,9;110;1180;0;437,2
3310;395;320;437,2;110;1180;0;428,8
3320;299;250;436,3;110;1180;0;425,6
3330;217;230;430,1;110;1180;0;415,4
3340;571;600;438,5;160;1710;0;421,4
3350;495;500;436;160;1710;0;425,8
3360;479;520;440,8;160;1710;0;434,8
3370;289;310;430,7;160;1710;0;422,9
3380;409;460;446,1;160;2400;0;427,7
3390;325;240;419,7;160;2400;0;429,9
3400;561;490;409,6;160;2400;0;438,3
3410;391;470;409,2;160;2400;0;442,8
3420;395;420;421,6;160;2400;0;445,9
3430;405;370;417,6;170;2400;0;435,1
3440;1243;940;412,8;130;2400;0;479,2
3450;679;990;428,2;130;2400;0;492
3460;413;350;425,1;130;2400;0;486,2
3470;285;290;434,7;130;2400;0;483,8
3480;517;500;419,6;130;1330;0;470,1
3490;735;900;428;130;1330;0;481,1
3500;501;500;430,2;130;1330;0;480,2
3510;659;910;447,5;130;1330;0;493,4
3520;627;900;457,9;130;1330;0;509,8
3530;285;230;459,7;130;1330;0;513,2
3540;297;250;455,9;150;1330;0;499,5
3550;377;330;449,2;150;1330;0;493,6
3560;621;630;455,5;180;1330;0;500,7
3570;539;1140;458,1;150;1330;0;513,2
3580;365;300;444,7;150;1300;0;511
3590;513;560;448,1;150;1300;0;520,4
3600;583;460;461,3;150;1300;0;521,5
3610;465;500;460,8;150;1310;0;525,2
3620;377;320;448,2;150;1310;0;524,3
3630;367;520;456,9;150;1410;0;522,4
3640;533;1580;464,6;150;1580;0;486,9
3650;367;260;459,7;150;1580;0;471,3
3660;689;1030;463,1;150;1580;0;485,1
3670;343;240;470,1;180;1580;0;488
3680;385;330;480,3;180;1580;0;481,4
3690;411;320;479,4;180;1580;0;465,2
3700;305;270;464,1;180;1580;0;455,4
3710;247;160;457;160;1580;0;434,8
3720;291;200;462,9;160;1580;0;418
3730;615;500;452,4;160;1580;0;434,5
3740;765;700;463,5;160;1490;0;457,9
3750;409;320;472,1;160;1490;0;459,5
3760;485;1090;475,6;160;1220;0;452,7
3770;487;500;463;160;1190;0;450,1
3780;343;330;471,6;160;1190;0;449
3790;831;1690;489;160;1690;0;464,9
3800;361;330;499,2;160;1690;0;453,8
3810;233;180;528,9;160;2460;0;442,2
3820;591;500;527,9;160;2460;0;452,9
3830;259;230;553,6;160;2460;0;447,5
3840;567;490;538,9;160;2460;0;449,2
3850;545;460;522,3;110;2460;0;458,1
3860;763;860;547,9;110;2460;0;461,8
3870;345;270;559,4;110;2460;0;461,9
3880;455;440;557,7;110;2460;0;465,4
3890;399;270;547,8;110;2460;0;464,8
3900;399;250;533,6;110;2460;0;469,5
3910;509;1790;528,5;110;1900;0;482,6
3920;555;670;528,6;110;1900;0;495,8
3930;751;2260;525,9;110;2260;0;502,6
3940;471;490;530,9;110;2260;0;487,9
3950;339;250;543,8;150;2260;0;484,4
3960;491;520;504,9;150;2260;0;484,7
3970;413;350;493,3;150;2260;0;481
3980;601;870;493,5;150;2260;0;493,9
3990;351;430;491,2;200;2260;0;469,9
4000;303;240;506,3;200;2260;0;467
4010;409;400;482;200;2260;0;475,8
4020;519;720;500;180;2260;0;472,2
4030;623;1140;502,3;180;1990;0;490,4
4040;323;330;498,8;180;1990;0;478,2
4050;607;1180;510,4;180;1990;0;481,3
4060;679;810;508,8;180;1990;0;477,1
4070;249;210;510,4;170;1990;0;472,3
4080;463;370;510,1;170;1990;0;472,7
4090;361;400;518,2;170;1990;0;470,8
4100;313;240;497,1;170;1990;0;466,5
4110;727;830;503,2;170;1990;0;477,4
4120;381;350;503,9;160;1360;0;468,7
4130;385;530;487,6;160;1360;0;450,4
4140;651;540;494,3;160;1360;0;459,4
4150;575;550;500,8;160;1360;0;471,2
4160;375;340;533,1;160;2390;0;465,4
4170;669;600;550;160;2390;0;478,2
4180;381;310;541,8;160;2390;0;467,2
4190;405;340;540,8;160;2390;0;469,9
4200;291;250;557,1;160;2390;0;469,3
4210;517;690;604,1;160;2390;0;474,7
4220;677;1290;622,2;190;2390;0;482,6
4230;383;360;629,3;190;2390;0;470,6
4240;629;670;638,1;190;2390;0;485,9
4250;395;340;633,5;190;2390;0;475,3
4260;551;1130;614,5;190;2030;0;468,9
4270;439;530;599,6;190;2030;0;478,4
4280;393;340;603,2;210;2030;0;474,9
4290;413;670;593,4;210;2030;0;477,5
4300;579;650;594,5;210;2030;0;490,8
4310;427;490;529,9;210;1530;0;475,8
4320;775;740;510,7;210;1530;0;495,5
4330;283;200;518,6;200;1530;0;490,4
4340;759;970;524,2;200;1530;0;495,8
4350;557;570;524,4;200;1530;0;494,9
4360;779;870;524,4;200;1340;0;515,1
4370;677;1170;534,4;200;1340;0;515,5
4380;409;430;525,1;200;1340;0;516,9
4390;245;250;547,2;200;1340;0;508,9
4400;277;200;543,8;170;1340;0;508,2
4410;417;350;543,4;170;1340;0;503,2
4420;431;370;538,7;170;1340;0;490,9
4430;375;360;534,4;170;1340;0;490,5
4440;317;330;528,4;170;1620;0;474,9
4450;267;180;514,7;130;1620;0;468,5
4460;543;690;527,5;130;1620;0;468,1
4470;543;750;518,2;130;1620;0;473,3
4480;465;280;546,9;130;1620;0;476,9
4490;353;300;519;130;1620;0;473,9
4500;503;520;547,4;130;1620;0;470,1
4510;411;330;561,4;130;1620;0;469,3
4520;349;250;538,1;130;1620;0;448
4530;539;740;543,3;130;1620;0;460,8
4540;627;550;539,4;130;1440;0;454,2
4550;355;280;558,9;160;1680;0;444,1
4560;505;540;565,3;160;2260;0;430,4
4570;449;340;571,4;160;2260;0;419
4580;681;1460;596,3;160;2260;0;432,6
4590;373;370;605,8;160;2260;0;439
4600;423;400;583;160;2260;0;446,3
4610;599;650;602,8;160;2260;0;455,4
4620;477;480;618,3;160;2260;0;457,7
4630;509;370;598,6;240;2260;0;464,4
4640;325;320;611,5;240;2260;0;464,8
4650;305;290;593,8;240;2260;0;466,7
4660;237;160;566,6;160;1500;0;451,4
4670;355;250;573,9;160;2100;0;442
4680;313;240;530,6;160;2100;0;434,4
4690;409;400;554,3;160;2570;0;437,2
4700;715;1160;583,6;160;2570;0;447,8
4710;507;690;596,5;160;2570;0;452,6
4720;643;2090;627;160;2570;0;467,3
4730;675;1010;650,5;160;2570;0;474,1
4740;417;380;642,3;160;2570;0;463,6
4750;377;400;654,2;160;2570;0;464,7
4760;519;410;663,8;170;2570;0;465,4
4770;445;400;647,3;170;2570;0;465,2
4780;297;260;673;170;2570;0;446
4790;295;230;661,7;170;2090;0;442,1
4800;395;480;636,2;170;2090;0;440,7
4810;289;230;614,4;170;2090;0;425,2
4820;543;650;587,1;170;2070;0;428,5
4830;441;350;574,4;170;2070;0;425,1
4840;873;1600;618,7;210;2070;0;452,5
4850;383;350;611,8;210;2070;0;456,4
4860;523;670;632,4;210;2070;0;470,7
4870;797;930;644,1;210;2070;0;492,8
4880;443;450;619,3;160;2020;0;499,3
4890;321;370;620,9;160;2020;0;494,9
4900;341;390;630,4;160;1960;0;476,2
4910;559;670;622,9;140;1960;0;478,8
4920;689;590;618,2;140;1960;0;481,1
4930;331;290;649,2;140;2300;0;463,9
4940;375;390;595,6;140;2300;0;461,8
4950;733;1060;595,5;140;2300;0;479,6
4960;381;280;578,3;140;2300;0;472,7
4970;323;270;572,4;140;2300;0;466,6
4980;313;310;579,2;140;2300;0;467,4
4990;367;330;565,2;140;2300;0;471
5000;449;430;565,1;140;2300;0;473,7
5010;317;340;575,4;150;2300;0;475,1
5020;903;1100;578;150;2300;0;493,1
5030;409;290;554,9;150;2120;0;491,5
5040;391;430;557,2;200;2120;0;467,4
5050;501;560;558,9;210;2120;0;473,3
5060;397;340;564,9;210;2120;0;467
5070;299;250;614,4;210;3040;0;442,1
5080;395;420;613,8;210;3040;0;439,7
5090;381;320;627,6;210;3040;0;442,7
5100;361;260;630,1;210;3040;0;443,7
5110;291;280;614;210;3040;0;430,3
5120;379;440;603,9;200;3040;0;414,8
5130;443;340;586,6;170;3040;0;420,4
5140;859;2160;619;170;3040;0;444,6
5150;337;300;605,3;170;3040;0;424,8
5160;439;400;592;170;3040;0;427,7
5170;861;860;571,3;170;2160;0;454,6
5180;569;830;580,7;170;2160;0;467,4
5190;465;400;571,7;170;2160;0;472,3
5200;649;1370;562,9;170;2160;0;482,3
5210;571;370;565,5;170;2160;0;495
5220;357;290;599,8;170;2160;0;467,7
5230;337;250;611,5;180;2160;0;464,1
5240;525;1360;593,7;180;1750;0;470,8
5250;379;450;628,7;190;2650;0;464,7
5260;541;890;639,7;230;2650;0;471,9
5270;551;880;621,6;190;2650;0;484,5
5280;673;720;605,9;190;2650;0;498,4
5290;637;820;617,3;190;2650;0;511,2
5300;1111;1550;626,7;190;2650;0;548,7
5310;599;590;636,6;190;2650;0;564,1
5320;799;1030;640,5;170;2650;0;585,1
5330;535;360;642,8;170;2650;0;589,7
5340;571;570;642;170;2650;0;575,3
5350;723;1470;653,8;170;1920;0;594,6
5360;441;550;649,1;170;1920;0;594,7
5370;953;1290;669,5;170;1920;0;599,3
5380;577;680;685;170;1920;0;599,7
5390;375;440;699,7;170;1920;0;595,2
5400;507;380;712,9;170;1920;0;588,1
5410;681;1600;743,6;170;1920;0;593,6
5420;793;1450;740,9;190;1740;0;615,4
5430;217;200;757,3;200;1740;0;609,4
5440;587;800;761,8;200;1740;0;612,5
5450;333;300;743,5;200;1740;0;610,2
5460;759;1270;760,9;200;1740;0;621,1
5470;399;300;756,7;200;1740;0;613,5
5480;753;1050;772;200;2480;0;617,5
5490;541;920;780,3;200;2780;0;612,7
5500;345;320;786,5;200;2780;0;574,4
5510;743;990;807,2;200;2780;0;581,6
5520;407;300;790,7;200;2780;0;562
5530;885;1170;839,3;220;2780;0;579,5
5540;647;1220;839,3;220;2780;0;583,3
5550;581;970;851;220;2780;0;576,2
5560;659;780;865,5;220;2780;0;587,1
5570;705;1080;881;220;2780;0;574,7
5580;517;770;898,2;260;2780;0;571,7
5590;891;1220;887,8;260;2550;0;597,5
5600;673;1650;876,9;260;2550;0;605,8
5610;685;750;840,7;260;2550;0;606
5620;583;720;839,5;260;2550;0;595,5
5630;517;1130;827,4;260;2920;0;610,5
5640;909;2070;850,5;230;2920;0;626,6
5650;455;470;841,5;230;2920;0;632,7
5660;319;310;826;230;2920;0;610,7
5670;383;380;810,3;230;2920;0;609,9
5680;577;710;824;220;2920;0;601,1
5690;753;1400;811,1;220;2920;0;611,7
5700;419;630;821;170;2920;0;615,4
5710;945;1770;852,2;170;2920;0;625,5
5720;353;340;866,5;150;2920;0;622,8
5730;1079;2340;854,8;150;2340;0;632,5
5740;447;400;856,3;150;2340;0;622,5
5750;623;630;850,6;150;2340;0;624,6
5760;559;600;842;150;2340;0;619,6
5770;745;930;838,4;150;2340;0;621,6
5780;251;200;814,6;150;2340;0;608,3
5790;723;1130;855,1;150;2340;0;599,9
5800;621;410;832,7;150;2340;0;597,3
5810;533;600;797,9;150;2340;0;589,7
5820;801;2400;815,5;200;2400;0;600,6
5830;561;770;801,2;200;2400;0;602,8
5840;1027;970;800,1;200;2400;0;608,7
5850;723;1210;829,4;200;2560;0;622,1
5860;913;1320;844,4;200;2560;0;651,8
5870;729;1090;859,7;200;2560;0;669,1
5880;557;880;883,7;210;2560;0;668,1
5890;855;1620;864,4;210;2560;0;673,2
5900;671;1410;897,4;120;2560;0;685,8
5910;745;1150;893,1;120;2560;0;675,8
5920;1045;1280;897,6;120;2560;0;710,4
5930;489;550;907,9;120;2560;0;680,9
5940;491;460;898,2;120;2560;0;683,1
5950;373;350;868;120;2000;0;670,6
5960;671;1370;882,2;120;2000;0;676,2
5970;693;680;861,6;120;2000;0;673,6
5980;455;340;851,8;120;2700;0;683,8
5990;763;1250;857,8;120;2700;0;685,8
6000;751;1060;838,9;270;2700;0;692,3
6010;711;810;852,1;270;2700;0;701,2
6020;507;710;818,6;270;2700;0;686,5
6030;899;1560;815;170;2700;0;703,4
6040;865;1030;817,3;170;2700;0;695,3
6050;489;460;843;170;2700;0;683,6
6060;521;500;824,9;170;2700;0;664
6070;1081;1230;853,2;170;2700;0;681,6
6080;761;1730;837,9;170;2580;0;691,8
6090;959;1010;824,3;170;2580;0;697
6100;457;630;810,5;170;2580;0;686,3
6110;819;2220;845,7;170;2580;0;690
6120;709;970;843,9;170;2580;0;673,2
6130;601;440;853,6;180;2580;0;678,8
6140;425;510;885,7;180;3220;0;675,5
6150;729;950;883,2;180;3220;0;693,3
6160;345;280;896,2;180;3220;0;677
6170;311;260;924,2;180;3220;0;657,9
6180;977;1490;934,4;180;3220;0;684
6190;493;680;970,1;180;3220;0;670,5
6200;469;720;1018,7;260;3220;0;656,4
6210;511;690;1009,4;260;3220;0;646,4
6220;471;410;1040,3;240;3220;0;644,6
6230;601;700;1027,3;240;3220;0;629,7
6240;741;2160;1009;240;2560;0;623,5
6250;865;1020;997,5;240;2560;0;642,3
6260;915;1820;1014,8;240;2770;0;662
6270;809;1080;991,1;240;2770;0;648,4
6280;825;1680;1000,6;240;2770;0;651,6
6290;689;1440;1020;240;2770;0;638,1
6300;827;1170;997,1;240;2770;0;656,6
6310;363;410;978,2;240;2770;0;633,8
6320;801;1640;981,7;300;2770;0;638,4
6330;657;1190;1005,3;300;2770;0;641,2
6340;847;1670;995,7;310;2770;0;662,3
6350;865;1350;1049,7;310;4190;0;669,1
6360;537;700;1047,5;300;4190;0;678,7
6370;617;1210;1057,4;300;4190;0;694
6380;1025;1660;1078,5;300;4190;0;696,4
6390;757;870;1082,6;300;4190;0;709,6
6400;891;940;1134,5;300;4190;0;730,7
6410;441;630;1127,1;250;4190;0;727,2
6420;617;800;1134,2;250;4190;0;734,5
6430;949;2570;1155,4;250;4190;0;751,9
